PB1 site,PB2 site,N alleles PB1,N alleles PB2,Chi,ChiSqDf
390,382,2,2,108.110599078,0.150130548303
390,383,2,2,114.221198157,0.169412054188
390,393,2,2,0.940092165899,0.000616478096896
390,397,2,2,114.69124424,0.171004534836
390,442,2,2,122.875576037,0.280435975895
390,468,2,2,115.161290323,0.172613867131
390,483,2,2,101.529953917,0.13193762426
390,506,2,2,0.940092165899,0.000616478096896
390,555,2,3,123.548387097,0.329541853563
390,559,2,2,0.940092165899,0.000616478096896
390,611,2,2,14.1198156682,0.0698586411309
390,627,2,2,1.8801843318,0.00123869087376
390,639,2,2,115.161290323,0.172613867131
390,640,2,2,1.8801843318,0.00123869087376
390,719,2,2,12.2211981567,0.00848563968668
391,14,2,2,4.09216589862,0.00329653570779
391,16,2,2,5.06912442396,0.00672894758103
391,65,2,2,1.95391705069,0.00149616079494
391,77,2,2,1.95391705069,0.00149616079494
391,104,2,2,53.4377880184,0.122623869178
391,107,2,2,1.95391705069,0.00149616079494
391,109,2,3,2.13824884793,0.00104191647816
391,115,2,2,239.35483871,0.418925022584
391,199,2,2,1.95391705069,0.00149616079494
391,261,2,2,1.95391705069,0.00149616079494
391,272,2,2,1.95391705069,0.00149616079494
391,301,2,2,237.400921659,0.411154386413
391,346,2,2,18.1382488479,0.0433785928408
391,353,2,2,5.06912442396,0.00672894758103
391,382,2,2,184.700460829,0.246182808544
391,383,2,2,237.400921659,0.411154386413
391,393,2,2,1.95391705069,0.00149616079494
391,397,2,2,238.377880184,0.415019255456
391,442,2,2,110.211981567,0.126750434239
391,468,2,2,235.35483871,0.405040212127
391,483,2,2,211.023041475,0.320205862609
391,506,2,2,1.95391705069,0.00149616079494
391,555,2,3,42.9861751152,0.0182301438399
391,559,2,2,2.04608294931,0.0016406369842
391,611,2,2,3.90783410138,0.00300623936472
391,627,2,2,8.09216589862,0.0128908298462
391,639,2,2,239.35483871,0.418925022584
391,640,2,2,3.90783410138,0.00300623936472
391,719,2,2,25.400921659,0.0205942132951
428,14,2,2,0.700460829493,0.000425889604931
428,16,2,2,0.52534562212,0.000318676096497
428,65,2,2,0.350230414747,0.000211958946899
428,77,2,2,0.350230414747,0.000211958946899
428,104,2,2,3.32718894009,0.00209609522427
428,107,2,2,0.350230414747,0.000211958946899
428,109,2,3,1.40092165899,0.000429888568358
428,115,2,2,42.9032258065,0.0593485051316
428,199,2,2,0.350230414747,0.000211958946899
428,261,2,2,0.350230414747,0.000211958946899
428,272,2,2,0.350230414747,0.000211958946899
428,301,2,2,42.5529953917,0.058247650287
428,346,2,2,1.05069124424,0.000641819614908
428,353,2,2,0.52534562212,0.000318676096497
428,382,2,2,40.2764976959,0.0516182376565
428,383,2,2,42.5529953917,0.058247650287
428,393,2,2,0.350230414747,0.000211958946899
428,397,2,2,42.7281105991,0.0587951807229
428,442,2,2,12.8110599078,0.00755161724444
428,468,2,2,42.9032258065,0.0593485051316
428,483,2,2,37.8248847926,0.0453631037913
428,506,2,2,0.350230414747,0.000211958946899
428,555,2,3,7.70506912442,0.00258263824529
428,559,2,2,3.64976958525,0.0230183893469
428,611,2,2,0.700460829493,0.000425889604931
428,627,2,2,0.700460829493,0.000425889604931
428,639,2,2,42.9032258065,0.0593485051316
428,640,2,2,0.700460829493,0.000425889604931
428,719,2,2,4.55299539171,0.00291755256319
454,14,2,2,0.184331797235,0.00010841871307
454,16,2,2,0.138248847926,8.11253711486e-05
454,65,2,2,0.0921658986175,5.39583872917e-05
454,77,2,2,0.0921658986175,5.39583872917e-05
454,104,2,2,0.875576036866,0.000533602943241
454,107,2,2,0.0921658986175,5.39583872917e-05
454,109,2,3,0.36866359447,0.000109436729155
454,115,2,2,0.709677419355,5.96933930267e-05
454,199,2,2,0.0921658986175,5.39583872917e-05
454,261,2,2,0.0921658986175,5.39583872917e-05
454,272,2,2,0.0921658986175,5.39583872917e-05
454,301,2,2,0.801843317972,7.60276501987e-05
454,346,2,2,0.276497695853,0.000163388013855
454,353,2,2,0.138248847926,8.11253711486e-05
454,382,2,2,5.40092165899,0.00341200714602
454,383,2,2,0.801843317972,7.60276501987e-05
454,393,2,2,0.0921658986175,5.39583872917e-05
454,397,2,2,0.755760368664,6.76171685663e-05
454,442,2,2,0.423963133641,3.04018795143e-05
454,468,2,2,0.709677419355,5.96933930267e-05
454,483,2,2,2.04608294931,0.000487942231061
454,506,2,2,0.0921658986175,5.39583872917e-05
454,555,2,3,2.02764976959,0.000657462195924
454,559,2,2,0.0921658986175,5.39583872917e-05
454,611,2,2,0.184331797235,0.00010841871307
454,627,2,2,0.184331797235,0.00010841871307
454,639,2,2,0.709677419355,5.96933930267e-05
454,640,2,2,0.184331797235,0.00010841871307
454,719,2,2,1.19815668203,0.000742721330957
457,14,2,2,0.110599078341,6.47493659958e-05
457,16,2,2,0.0829493087557,4.84493515862e-05
457,65,2,2,0.0552995391705,3.22248002062e-05
457,77,2,2,0.0552995391705,3.22248002062e-05
457,104,2,2,0.52534562212,0.000318676096497
457,107,2,2,0.0552995391705,3.22248002062e-05
457,109,2,3,0.221198156682,6.53573412634e-05
457,115,2,2,6.77419354839,0.00902294405775
457,199,2,2,0.0552995391705,3.22248002062e-05
457,261,2,2,0.0552995391705,3.22248002062e-05
457,272,2,2,0.0552995391705,3.22248002062e-05
457,301,2,2,6.71889400922,0.00885557755615
457,346,2,2,0.165898617511,9.75778996899e-05
457,353,2,2,0.0829493087557,4.84493515862e-05
457,382,2,2,6.35944700461,0.00784768663846
457,383,2,2,6.71889400922,0.00885557755615
457,393,2,2,0.0552995391705,3.22248002062e-05
457,397,2,2,6.7465437788,0.00893882036879
457,442,2,2,5.34562211982,0.00801806419333
457,468,2,2,6.77419354839,0.00902294405775
457,483,2,2,5.97235023041,0.00689669852487
457,506,2,2,0.0552995391705,3.22248002062e-05
457,555,2,3,7.03225806452,0.0161302476848
457,559,2,2,0.0552995391705,3.22248002062e-05
457,611,2,2,0.110599078341,6.47493659958e-05
457,627,2,2,0.110599078341,6.47493659958e-05
457,639,2,2,6.77419354839,0.00902294405775
457,640,2,2,0.110599078341,6.47493659958e-05
457,719,2,2,0.718894009217,0.000443564896956
460,14,2,2,0.0737327188941,4.30663221361e-05
460,16,2,2,0.0552995391705,3.22248002062e-05
460,65,2,2,0.036866359447,2.14334705075e-05
460,77,2,2,0.036866359447,2.14334705075e-05
460,104,2,2,0.350230414747,0.000211958946899
460,107,2,2,0.036866359447,2.14334705075e-05
460,109,2,3,0.147465437788,4.34707007477e-05
460,115,2,2,3.48387096774,0.00357142857143
460,199,2,2,0.036866359447,2.14334705075e-05
460,261,2,2,0.036866359447,2.14334705075e-05
460,272,2,2,0.036866359447,2.14334705075e-05
460,301,2,2,3.52073732719,0.00363892699284
460,346,2,2,0.110599078341,6.49013499481e-05
460,353,2,2,0.0552995391705,3.22248002062e-05
460,382,2,2,3.76036866359,0.00410628019324
460,383,2,2,3.52073732719,0.00363892699284
460,393,2,2,0.036866359447,2.14334705075e-05
460,397,2,2,3.50230414747,0.0036050394657
460,442,2,2,1.76958525346,0.00131492439185
460,468,2,2,3.48387096774,0.00357142857143
460,483,2,2,4.01843317972,0.00467249657064
460,506,2,2,0.036866359447,2.14334705075e-05
460,555,2,3,0.811059907834,0.000261158594492
460,559,2,2,0.036866359447,2.14334705075e-05
460,611,2,2,0.0737327188941,4.30663221361e-05
460,627,2,2,0.0737327188941,4.30663221361e-05
460,639,2,2,3.48387096774,0.00357142857143
460,640,2,2,0.0737327188941,4.30663221361e-05
460,719,2,2,0.479262672811,0.000295025417574
474,14,2,2,0.608294930876,6.55678482727e-05
474,16,2,2,3.45622119816,0.00281575924132
474,65,2,2,1.69585253456,0.00101450317632
474,77,2,2,2.30414746544,0.00187282752008
474,104,2,2,21.8894009217,0.0185206846805
474,107,2,2,2.30414746544,0.00187282752008
474,109,2,3,6.78341013825,0.00580299922512
474,115,2,2,217.741935484,0.312066574202
474,199,2,2,2.30414746544,0.00187282752008
474,261,2,2,2.30414746544,0.00187282752008
474,272,2,2,2.30414746544,0.00187282752008
474,301,2,2,216.046082949,0.306509638906
474,346,2,2,6.91244239631,0.00567099174304
474,353,2,2,3.45622119816,0.00281575924132
474,382,2,2,235.023041475,0.358801181933
474,383,2,2,220.046082949,0.31796449452
474,393,2,2,5.69585253456,0.0114444444444
474,397,2,2,218.894009217,0.315003448459
474,442,2,2,98.599078341,0.0913163957029
474,468,2,2,213.741935484,0.300706330371
474,483,2,2,247.152073733,0.395375047147
474,506,2,2,1.69585253456,0.00101450317632
474,555,2,3,40.3225806452,0.0348818410644
474,559,2,2,2.30414746544,0.00187282752008
474,611,2,2,4.60829493088,0.0037630766915
474,627,2,2,0.608294930876,6.55678482727e-05
474,639,2,2,217.741935484,0.312066574202
474,640,2,2,4.60829493088,0.0037630766915
474,719,2,2,21.9539170507,0.0138478232219
508,14,2,2,1.03225806452,0.000157499692383
508,16,2,2,2.77419354839,0.0015132356973
508,65,2,2,3.48387096774,0.00357142857143
508,77,2,2,3.48387096774,0.00357142857143
508,104,2,2,38.9032258065,0.0487978983604
508,107,2,2,3.48387096774,0.00357142857143
508,109,2,3,5.54838709677,0.00328319121076
508,115,2,2,426.774193548,1.0
508,199,2,2,3.48387096774,0.00357142857143
508,261,2,2,0.516129032258,7.83852635704e-05
508,272,2,2,3.48387096774,0.00357142857143
508,301,2,2,423.290322581,0.981451009723
508,346,2,2,13.5483870968,0.0181723779855
508,353,2,2,2.77419354839,0.0015132356973
508,382,2,2,360.64516129,0.704747921713
508,383,2,2,423.290322581,0.981451009723
508,393,2,2,3.48387096774,0.00357142857143
508,397,2,2,425.032258065,0.990676691729
508,442,2,2,200.774193548,0.315834403014
508,468,2,2,422.774193548,0.981342570454
508,483,2,2,376.258064516,0.764351245085
508,506,2,2,0.516129032258,7.83852635704e-05
508,555,2,3,79.0322580645,0.0632831366165
508,559,2,2,0.516129032258,7.83852635704e-05
508,611,2,2,9.03225806452,0.0120585701981
508,627,2,2,5.03225806452,0.0037430786268
508,639,2,2,426.774193548,1.0
508,640,2,2,6.96774193548,0.00717607973422
508,719,2,2,45.2903225806,0.0491596638655
605,14,2,2,0.0737327188941,4.30663221361e-05
605,16,2,2,0.0552995391705,3.22248002062e-05
605,65,2,2,3.96313364055,0.247690543553
605,77,2,2,0.036866359447,2.14334705075e-05
605,104,2,2,0.350230414747,0.000211958946899
605,107,2,2,0.036866359447,2.14334705075e-05
605,109,2,3,0.147465437788,4.34707007477e-05
605,115,2,2,3.48387096774,0.00357142857143
605,199,2,2,0.036866359447,2.14334705075e-05
605,261,2,2,0.036866359447,2.14334705075e-05
605,272,2,2,0.036866359447,2.14334705075e-05
605,301,2,2,3.52073732719,0.00363892699284
605,346,2,2,0.110599078341,6.49013499481e-05
605,353,2,2,0.0552995391705,3.22248002062e-05
605,382,2,2,3.76036866359,0.00410628019324
605,383,2,2,3.52073732719,0.00363892699284
605,393,2,2,0.036866359447,2.14334705075e-05
605,397,2,2,3.50230414747,0.0036050394657
605,442,2,2,1.76958525346,0.00131492439185
605,468,2,2,3.48387096774,0.00357142857143
605,483,2,2,4.01843317972,0.00467249657064
605,506,2,2,0.036866359447,2.14334705075e-05
605,555,2,3,0.811059907834,0.000261158594492
605,559,2,2,0.036866359447,2.14334705075e-05
605,611,2,2,0.0737327188941,4.30663221361e-05
605,627,2,2,0.0737327188941,4.30663221361e-05
605,639,2,2,3.48387096774,0.00357142857143
605,640,2,2,0.0737327188941,4.30663221361e-05
605,719,2,2,7.52073732719,0.0726495726496
608,14,2,2,0.110599078341,6.47493659958e-05
608,16,2,2,0.0829493087557,4.84493515862e-05
608,65,2,2,0.0552995391705,3.22248002062e-05
608,77,2,2,0.0552995391705,3.22248002062e-05
608,104,2,2,0.52534562212,0.000318676096497
608,107,2,2,0.0552995391705,3.22248002062e-05
608,109,2,3,0.221198156682,6.53573412634e-05
608,115,2,2,5.22580645161,0.00536957242294
608,199,2,2,0.0552995391705,3.22248002062e-05
608,261,2,2,0.0552995391705,3.22248002062e-05
608,272,2,2,0.0552995391705,3.22248002062e-05
608,301,2,2,5.28110599078,0.00547105496835
608,346,2,2,0.165898617511,9.75778996899e-05
608,353,2,2,0.0829493087557,4.84493515862e-05
608,382,2,2,5.64055299539,0.00617371128821
608,383,2,2,5.28110599078,0.00547105496835
608,393,2,2,0.0552995391705,3.22248002062e-05
608,397,2,2,5.2534562212,0.00542010573961
608,442,2,2,2.65437788018,0.00197696289076
608,468,2,2,5.22580645161,0.00536957242294
608,483,2,2,6.02764976959,0.00702500644496
608,506,2,2,0.0552995391705,3.22248002062e-05
608,555,2,3,1.21658986175,0.000392646796359
608,559,2,2,0.0552995391705,3.22248002062e-05
608,611,2,2,0.110599078341,6.47493659958e-05
608,627,2,2,0.110599078341,6.47493659958e-05
608,639,2,2,5.22580645161,0.00536957242294
608,640,2,2,0.110599078341,6.47493659958e-05
608,719,2,2,11.2811059908,0.109227199714
613,14,2,2,0.626728110599,0.000379231498522
613,16,2,2,0.470046082949,0.000283763708291
613,65,2,2,0.3133640553,0.00018873789857
613,77,2,2,0.3133640553,0.00018873789857
613,104,2,2,2.97695852535,0.00186645864032
613,107,2,2,0.3133640553,0.00018873789857
613,109,2,3,1.2534562212,0.000382792357663
613,115,2,2,34.3870967742,0.0424070081003
613,199,2,2,0.3133640553,0.00018873789857
613,261,2,2,0.3133640553,0.00018873789857
613,272,2,2,0.3133640553,0.00018873789857
613,301,2,2,34.0737327189,0.0415407452827
613,346,2,2,19.0599078341,0.234920584698
613,353,2,2,0.470046082949,0.000283763708291
613,382,2,2,32.0368663594,0.0363259144452
613,383,2,2,34.0737327189,0.0415407452827
613,393,2,2,0.3133640553,0.00018873789857
613,397,2,2,34.2304147465,0.0419715874258
613,442,2,2,15.0414746544,0.0115789025584
613,468,2,2,34.3870967742,0.0424070081003
613,483,2,2,29.8433179724,0.0314093151934
613,506,2,2,0.3133640553,0.00018873789857
613,555,2,3,6.89400921659,0.00229969870258
613,559,2,2,0.3133640553,0.00018873789857
613,611,2,2,0.626728110599,0.000379231498522
613,627,2,2,0.626728110599,0.000379231498522
613,639,2,2,34.3870967742,0.0424070081003
613,640,2,2,0.626728110599,0.000379231498522
613,719,2,2,4.07373271889,0.00259792166267
614,14,2,2,0.479262672811,0.000287245207977
614,16,2,2,0.359447004608,0.000214934059333
614,65,2,2,0.239631336406,0.000142957684525
614,77,2,2,0.239631336406,0.000142957684525
614,104,2,2,2.27649769585,0.00141373093323
614,107,2,2,0.239631336406,0.000142957684525
614,109,2,3,7.28110599078,0.0222552196056
614,115,2,2,29.3548387097,0.0400281516671
614,199,2,2,0.239631336406,0.000142957684525
614,261,2,2,0.239631336406,0.000142957684525
614,272,2,2,0.239631336406,0.000142957684525
614,301,2,2,29.1152073733,0.039285669871
614,346,2,2,0.718894009217,0.000432881212955
614,353,2,2,0.359447004608,0.000214934059333
614,382,2,2,23.5576036866,0.0254412383881
614,383,2,2,29.1152073733,0.039285669871
614,393,2,2,0.239631336406,0.000142957684525
614,397,2,2,29.2350230415,0.0396549568696
614,442,2,2,11.5023041475,0.00877032706011
614,468,2,2,25.3548387097,0.0298626156108
614,483,2,2,25.8801843318,0.0305955675652
614,506,2,2,0.239631336406,0.000142957684525
614,555,2,3,5.27188940092,0.00174188440222
614,559,2,2,0.239631336406,0.000142957684525
614,611,2,2,0.479262672811,0.000287245207977
614,627,2,2,11.5207373272,0.165983963559
614,639,2,2,29.3548387097,0.0400281516671
614,640,2,2,0.479262672811,0.000287245207977
614,719,2,2,3.11520737327,0.00196777048111
620,14,2,2,0.811059907834,0.000496726123278
620,16,2,2,0.608294930876,0.000371680219854
620,65,2,2,0.405529953917,0.00024721323265
620,77,2,2,0.405529953917,0.00024721323265
620,104,2,2,56.1474654378,0.519275933109
620,107,2,2,0.405529953917,0.00024721323265
620,109,2,3,1.62211981567,0.000501390218333
620,115,2,2,49.6774193548,0.069219705142
620,199,2,2,0.405529953917,0.00024721323265
620,261,2,2,0.405529953917,0.00024721323265
620,272,2,2,0.405529953917,0.00024721323265
620,301,2,2,49.2718894009,0.0679357495044
620,346,2,2,1.21658986175,0.000748570910081
620,353,2,2,0.608294930876,0.000371680219854
620,382,2,2,46.6359447005,0.0602036931277
620,383,2,2,49.2718894009,0.0679357495044
620,393,2,2,0.405529953917,0.00024721323265
620,397,2,2,49.4746543779,0.0685743484926
620,442,2,2,68.534562212,0.18800566343
620,468,2,2,49.6774193548,0.069219705142
620,483,2,2,43.797235023,0.0529081678097
620,506,2,2,0.405529953917,0.00024721323265
620,555,2,3,4.92165898618,0.00105658904203
620,559,2,2,0.405529953917,0.00024721323265
620,611,2,2,0.811059907834,0.000496726123278
620,627,2,2,0.811059907834,0.000496726123278
620,639,2,2,49.6774193548,0.069219705142
620,640,2,2,0.811059907834,0.000496726123278
620,719,2,2,5.27188940092,0.00340281743765
652,14,2,2,6.15668202765,0.0135121124031
652,16,2,2,1.38248847926,0.0009063225058
652,65,2,2,0.921658986175,0.000602816358025
652,77,2,2,0.921658986175,0.000602816358025
652,104,2,2,51.2442396313,0.20419573029
652,107,2,2,0.921658986175,0.000602816358025
652,109,2,3,3.6866359447,0.00122261345853
652,115,2,2,112.903225806,0.168788580247
652,199,2,2,0.921658986175,0.000602816358025
652,261,2,2,0.921658986175,0.000602816358025
652,272,2,2,0.921658986175,0.000602816358025
652,301,2,2,111.98156682,0.165657722513
652,346,2,2,1.23502304147,0.000364177699896
652,353,2,2,6.61751152074,0.0207658223769
652,382,2,2,69.9907834101,0.0640150300156
652,383,2,2,111.98156682,0.165657722513
652,393,2,2,0.921658986175,0.000602816358025
652,397,2,2,112.442396313,0.167214912281
652,442,2,2,155.760368664,0.458441840278
652,468,2,2,112.903225806,0.168788580247
652,483,2,2,99.5391705069,0.129013761468
652,506,2,2,0.921658986175,0.000602816358025
652,555,2,3,20.2764976959,0.00734508547009
652,559,2,2,0.921658986175,0.000602816358025
652,611,2,2,1.84331797235,0.00121124031008
652,627,2,2,1.84331797235,0.00121124031008
652,639,2,2,112.903225806,0.168788580247
652,640,2,2,1.84331797235,0.00121124031008
652,719,2,2,11.9815668203,0.00829758986928
722,14,2,2,0.0737327188941,4.30663221361e-05
722,16,2,2,0.0552995391705,3.22248002062e-05
722,65,2,2,0.036866359447,2.14334705075e-05
722,77,2,2,0.036866359447,2.14334705075e-05
722,104,2,2,0.350230414747,0.000211958946899
722,107,2,2,0.036866359447,2.14334705075e-05
722,109,2,3,0.147465437788,4.34707007477e-05
722,115,2,2,0.516129032258,7.83852635704e-05
722,199,2,2,0.036866359447,2.14334705075e-05
722,261,2,2,0.036866359447,2.14334705075e-05
722,272,2,2,0.036866359447,2.14334705075e-05
722,301,2,2,0.479262672811,6.74300223995e-05
722,346,2,2,0.110599078341,6.49013499481e-05
722,353,2,2,0.0552995391705,3.22248002062e-05
722,382,2,2,4.23963133641,0.00521968046478
722,383,2,2,0.479262672811,6.74300223995e-05
722,393,2,2,0.036866359447,2.14334705075e-05
722,397,2,2,0.497695852535,7.27998274374e-05
722,442,2,2,1.76958525346,0.00131492439185
722,468,2,2,0.516129032258,7.83852635704e-05
722,483,2,2,3.98156682028,0.0045871559633
722,506,2,2,0.036866359447,2.14334705075e-05
722,555,2,3,0.811059907834,0.000261158594492
722,559,2,2,0.036866359447,2.14334705075e-05
722,611,2,2,0.0737327188941,4.30663221361e-05
722,627,2,2,0.0737327188941,4.30663221361e-05
722,639,2,2,0.516129032258,7.83852635704e-05
722,640,2,2,0.0737327188941,4.30663221361e-05
722,719,2,2,0.479262672811,0.000295025417574
735,14,2,2,0.0737327188941,4.30663221361e-05
735,16,2,2,0.0552995391705,3.22248002062e-05
735,65,2,2,0.036866359447,2.14334705075e-05
735,77,2,2,0.036866359447,2.14334705075e-05
735,104,2,2,0.350230414747,0.000211958946899
735,107,2,2,0.036866359447,2.14334705075e-05
735,109,2,3,0.147465437788,4.34707007477e-05
735,115,2,2,0.516129032258,7.83852635704e-05
735,199,2,2,0.036866359447,2.14334705075e-05
735,261,2,2,0.036866359447,2.14334705075e-05
735,272,2,2,0.036866359447,2.14334705075e-05
735,301,2,2,0.479262672811,6.74300223995e-05
735,346,2,2,0.110599078341,6.49013499481e-05
735,353,2,2,0.0552995391705,3.22248002062e-05
735,382,2,2,0.239631336405,1.6675349689e-05
735,383,2,2,0.479262672811,6.74300223995e-05
735,393,2,2,3.96313364055,0.247690543553
735,397,2,2,0.497695852535,7.27998274374e-05
735,442,2,2,2.23041474654,0.00208895486339
735,468,2,2,0.516129032258,7.83852635704e-05
735,483,2,2,0.0184331797235,9.8318672053e-08
735,506,2,2,0.036866359447,2.14334705075e-05
735,555,2,3,0.811059907834,0.000261158594492
735,559,2,2,0.036866359447,2.14334705075e-05
735,611,2,2,0.0737327188941,4.30663221361e-05
735,627,2,2,0.0737327188941,4.30663221361e-05
735,639,2,2,0.516129032258,7.83852635704e-05
735,640,2,2,0.0737327188941,4.30663221361e-05
735,719,2,2,0.479262672811,0.000295025417574
744,14,2,2,0.0737327188941,4.30663221361e-05
744,16,2,2,0.0552995391705,3.22248002062e-05
744,65,2,2,0.036866359447,2.14334705075e-05
744,77,2,2,0.036866359447,2.14334705075e-05
744,104,2,2,0.350230414747,0.000211958946899
744,107,2,2,0.036866359447,2.14334705075e-05
744,109,2,3,0.147465437788,4.34707007477e-05
744,115,2,2,3.48387096774,0.00357142857143
744,199,2,2,0.036866359447,2.14334705075e-05
744,261,2,2,0.036866359447,2.14334705075e-05
744,272,2,2,0.036866359447,2.14334705075e-05
744,301,2,2,3.52073732719,0.00363892699284
744,346,2,2,0.110599078341,6.49013499481e-05
744,353,2,2,0.0552995391705,3.22248002062e-05
744,382,2,2,0.239631336405,1.6675349689e-05
744,383,2,2,3.52073732719,0.00363892699284
744,393,2,2,0.036866359447,2.14334705075e-05
744,397,2,2,3.50230414747,0.0036050394657
744,442,2,2,1.76958525346,0.00131492439185
744,468,2,2,3.48387096774,0.00357142857143
744,483,2,2,0.0184331797235,9.8318672053e-08
744,506,2,2,0.036866359447,2.14334705075e-05
744,555,2,3,0.811059907834,0.000261158594492
744,559,2,2,0.036866359447,2.14334705075e-05
744,611,2,2,0.0737327188941,4.30663221361e-05
744,627,2,2,0.0737327188941,4.30663221361e-05
744,639,2,2,3.48387096774,0.00357142857143
744,640,2,2,0.0737327188941,4.30663221361e-05
744,719,2,2,0.479262672811,0.000295025417574
