PB1 site,NA site,N alleles PB1,N alleles NA,Chi,ChiSqDf
211,52,2,2,1.30875576037,0.000335630615371
211,53,2,3,36.1474654378,0.0237665688506
211,59,2,3,4.46082949309,0.00473284643475
211,61,2,2,51.3179723502,0.0568105295378
211,68,2,2,38.8387096774,0.0440659483899
211,69,2,2,15.0046082949,0.010422376515
211,71,2,2,24.6267281106,0.0119448384798
211,76,2,2,0.460829493088,6.22744171513e-05
211,89,2,2,31.3179723502,0.021158122793
211,95,2,2,3.53917050691,0.00367309458219
211,121,2,2,5.30875576037,0.0055224252651
211,126,2,3,291.520737327,0.25619112018
211,129,2,2,0.460829493088,6.22744171513e-05
211,133,2,2,2.69124423963,0.00141922281239
211,148,2,2,0.460829493088,6.22744171513e-05
211,149,2,2,340.313364055,0.62654015684
211,154,2,2,4.46082949309,0.00583526234568
211,158,2,2,4.46082949309,0.00583526234568
211,170,2,2,5.30875576037,0.0055224252651
211,187,2,2,197.105990783,0.24385831773
211,192,2,2,4.46082949309,0.00583526234568
211,199,2,2,377.769585253,0.767868081999
211,200,2,3,58.3963133641,0.0326498764559
211,203,2,2,22.3963133641,0.00960367910052
211,205,2,2,125.640552995,0.155180657059
211,211,2,2,5.30875576037,0.0055224252651
211,220,2,3,220.811059908,0.187697794687
211,221,2,2,194.65437788,0.26936026936
211,236,2,2,265.788018433,0.404209082775
211,245,2,2,202.967741935,0.334396258503
211,251,2,3,15.9262672811,0.00904755911678
211,269,2,2,3.53917050691,0.00367309458219
211,272,2,3,47.7788018433,0.026316323837
211,296,2,3,11.6129032258,0.00660526652516
211,321,2,3,291.98156682,0.243325447786
211,330,2,3,191.576036866,0.130902403929
211,340,2,2,3.15207373272,0.00117356816737
211,343,2,4,42.4700460829,0.0223188459922
211,346,2,4,21.9170506912,0.0125951092693
211,361,2,2,15.9262672811,0.0168011667477
211,362,2,2,3.53917050691,0.00367309458219
211,374,2,3,324.534562212,0.284458383245
211,379,2,2,13.0138248848,0.00278542260706
211,385,2,2,38.930875576,0.0423654015887
211,390,2,3,350.377880184,0.334378742772
211,392,2,2,3.53917050691,0.00367309458219
211,396,2,4,29.9907834101,0.0132586212167
211,397,2,3,330.304147465,0.301673417192
211,403,2,2,16.0737327189,0.0171137398945
211,417,2,2,3.53917050691,0.00367309458219
211,445,2,3,4.46082949309,0.00473284643475
211,446,2,2,0.460829493088,6.22744171513e-05
211,464,2,2,47.8156682028,0.0193555557212
211,465,2,2,3.53917050691,0.00367309458219
213,26,2,2,3.22580645161,0.00312812812813
213,27,2,2,70.1935483871,0.0717012126425
213,34,2,2,22.5806451613,0.0225225225225
213,35,2,2,0.903225806452,6.21748509072e-05
213,39,2,2,4.83870967742,0.00470307894902
213,44,2,3,39.6129032258,0.0189913127413
213,45,2,3,14.6451612903,0.00716099920919
213,47,2,2,7.16129032258,0.0103016241299
213,48,2,2,4.83870967742,0.00470307894902
213,50,2,4,19.3548387097,0.009708351379
213,51,2,3,98.3870967742,0.0552496195928
213,52,2,2,0.838709677419,0.000141301394202
213,53,2,3,42.9677419355,0.0333896629549
213,59,2,3,4.77419354839,0.00496866301517
213,61,2,2,46.7741935484,0.0483817150484
213,68,2,2,42.1290322581,0.0531514703912
213,69,2,2,12.9677419355,0.00798040503504
213,71,2,2,51.6129032258,0.053785128412
213,76,2,2,0.774193548387,0.00018018018018
213,89,2,2,46.7741935484,0.0483817150484
213,95,2,2,3.22580645161,0.00312812812813
213,121,2,2,4.83870967742,0.00470307894902
213,126,2,3,265.35483871,0.227708254924
213,129,2,2,0.774193548387,0.00018018018018
213,133,2,2,4.83870967742,0.00470307894902
213,148,2,2,0.774193548387,0.00018018018018
213,149,2,2,303.806451613,0.511874706043
213,154,2,2,0.774193548387,0.00018018018018
213,158,2,2,4.77419354839,0.00685185185185
213,170,2,2,4.83870967742,0.00470307894902
213,187,2,2,150.258064516,0.145275469449
213,192,2,2,4.77419354839,0.00685185185185
213,199,2,2,343.612903226,0.651253914465
213,200,2,3,53.2258064516,0.0278410311493
213,203,2,2,53.2258064516,0.0556042326616
213,205,2,2,114.516129032,0.132156950339
213,211,2,2,4.83870967742,0.00470307894902
213,220,2,3,236.322580645,0.219684120893
213,221,2,2,177.419354839,0.229396062729
213,236,2,2,223.483870968,0.292958714812
213,245,2,2,217.225806452,0.392653061224
213,251,2,3,64.5161290323,0.0342982576485
213,269,2,2,3.22580645161,0.00312812812813
213,272,2,3,43.5483870968,0.0224118467362
213,296,2,3,3.16129032258,0.00144677631797
213,321,2,3,266.129032258,0.207223952577
213,330,2,3,208.967741935,0.159015635326
213,340,2,2,3.93548387097,0.00187538587539
213,343,2,4,38.7096774194,0.0215746456348
213,346,2,4,45.1612903226,0.0155327741535
213,361,2,2,14.5161290323,0.0143084260731
213,362,2,2,3.22580645161,0.00312812812813
213,374,2,3,335.483870968,0.310930399426
213,379,2,2,58.9032258065,0.0584976095862
213,385,2,2,35.4838709677,0.0360797690895
213,390,2,3,319.35483871,0.289673054444
213,392,2,2,3.22580645161,0.00312812812813
213,396,2,4,37.2903225806,0.0179468988012
213,397,2,3,329.870967742,0.300739007316
213,403,2,2,13.4838709677,0.0123458046282
213,417,2,2,3.22580645161,0.00312812812813
213,445,2,3,3.22580645161,0.00165071383676
213,446,2,2,0.774193548387,0.00018018018018
213,464,2,2,61.2903225806,0.032600764357
213,465,2,2,3.22580645161,0.00312812812813
214,26,2,2,0.294930875576,2.53066253536e-05
214,27,2,2,2.78341013825,0.000109111958249
214,34,2,2,30.064516129,0.03864013267
214,35,2,2,6.8202764977,0.00343093013844
214,39,2,2,5.55760368664,0.00600460053972
214,44,2,3,54.9861751152,0.0279753058741
214,45,2,3,12.6728110599,0.00531810728205
214,47,2,2,5.55760368664,0.00600460053972
214,48,2,2,6.44239631336,0.00806870519791
214,50,2,4,24.0829493088,0.00888248960435
214,51,2,3,30.4055299539,0.00908291395213
214,52,2,2,2.44239631336,0.00115968821702
214,53,2,3,33.3456221198,0.0211505966673
214,59,2,3,4.29493087558,0.00465890926642
214,61,2,2,9.72350230415,0.00202348467559
214,68,2,2,30.9032258065,0.0276787059586
214,69,2,2,20.0829493088,0.0185240964637
214,71,2,2,55.2811059908,0.0597152029977
214,76,2,2,0.294930875576,2.53066253536e-05
214,89,2,2,49.7235023041,0.0529148901011
214,95,2,2,4.29493087558,0.00536668509305
214,121,2,2,6.44239631336,0.00806870519791
214,126,2,3,282.626728111,0.232265520647
214,129,2,2,3.70506912442,0.00399380066762
214,133,2,2,1.55760368664,0.000471653330954
214,148,2,2,0.294930875576,2.53066253536e-05
214,149,2,2,356.359447005,0.681603908513
214,154,2,2,3.70506912442,0.00399380066762
214,158,2,2,3.70506912442,0.00399380066762
214,170,2,2,1.55760368664,0.000471653330954
214,187,2,2,238.092165899,0.353014669334
214,192,2,2,3.70506912442,0.00399380066762
214,199,2,2,388.147465438,0.80424943114
214,200,2,3,71.1612903226,0.0477590962438
214,203,2,2,57.133640553,0.0620058951747
214,205,2,2,152.470046083,0.226731356989
214,211,2,2,6.44239631336,0.00806870519791
214,220,2,3,179.400921659,0.125014491954
214,221,2,2,236.221198157,0.393556906824
214,236,2,2,295.815668203,0.496754982739
214,245,2,2,164.580645161,0.218137085575
214,251,2,3,70.1013824885,0.0395889215703
214,269,2,2,4.29493087558,0.00536668509305
214,272,2,3,57.9815668203,0.0384502548682
214,296,2,3,8.96774193548,0.00426413396093
214,321,2,3,282.331797235,0.227042091424
214,330,2,3,145.631336406,0.0768708600744
214,340,2,2,1.26267281106,0.000186836558626
214,343,2,4,43.5391705069,0.0214839967814
214,346,2,4,39.8709677419,0.0120532932838
214,361,2,2,12.6728110599,0.0105541187998
214,362,2,2,4.29493087558,0.00536668509305
214,374,2,3,318.377880184,0.271366241326
214,379,2,2,64.2488479263,0.0673560304147
214,385,2,2,47.2442396313,0.0618992416558
214,390,2,3,425.198156682,0.486290835855
214,392,2,2,4.29493087558,0.00536668509305
214,396,2,4,28.1658986175,0.0150632372152
214,397,2,3,299.806451613,0.252677276843
214,403,2,2,12.6728110599,0.0105541187998
214,417,2,2,4.29493087558,0.00536668509305
214,445,2,3,4.29493087558,0.00465890926642
214,446,2,2,0.294930875576,2.53066253536e-05
214,464,2,2,15.3179723502,0.00197075376651
214,465,2,2,4.29493087558,0.00536668509305
298,26,3,2,0.110599078341,3.2450674974e-05
298,27,3,2,2.30414746544,0.0012855179983
298,34,3,2,0.774193548387,0.000233644859813
298,35,3,2,0.442396313364,0.000131630906937
298,39,3,2,7.88940092166,0.164738599649
298,44,3,3,10.8387096774,0.0156571261682
298,45,3,3,3.76036866359,0.00610010133994
298,47,3,2,0.165898617511,4.8788949845e-05
298,48,3,2,0.165898617511,4.8788949845e-05
298,50,3,4,0.829493087558,8.36437445632e-05
298,51,3,3,9.75115207373,0.0622083148163
298,52,3,2,0.165898617511,4.8788949845e-05
298,53,3,3,1.10599078341,0.00016930786943
298,59,3,3,0.221198156682,3.2601608346e-05
298,61,3,2,1.60368663594,0.000501903772932
298,68,3,2,1.16129032258,0.000356407413274
298,69,3,2,3.52073732719,0.00781278015611
298,71,3,2,10.8202764977,0.0313001290278
298,76,3,2,0.110599078341,3.2450674974e-05
298,89,3,2,10.930875576,0.0349500483403
298,95,3,2,0.110599078341,3.2450674974e-05
298,121,3,2,0.165898617511,4.8788949845e-05
298,126,3,3,7.72350230415,0.00383528598813
298,129,3,2,0.110599078341,3.2450674974e-05
298,133,3,2,0.165898617511,4.8788949845e-05
298,148,3,2,0.110599078341,3.2450674974e-05
298,149,3,2,4.58986175115,0.00351342840568
298,154,3,2,0.110599078341,3.2450674974e-05
298,158,3,2,0.110599078341,3.2450674974e-05
298,170,3,2,0.165898617511,4.8788949845e-05
298,187,3,2,7.02304147465,0.00519957490701
298,192,3,2,0.110599078341,3.2450674974e-05
298,199,3,2,4.03686635945,0.00345644345366
298,200,3,3,1.93548387097,0.000307427447122
298,203,3,2,10.7834101382,0.0302318757058
298,205,3,2,3.92626728111,0.0013709739708
298,211,3,2,0.165898617511,4.8788949845e-05
298,220,3,3,5.69585253456,0.00109057797103
298,221,3,2,6.08294930876,0.00237971616476
298,236,3,2,5.95391705069,0.00412012764987
298,245,3,2,5.03225806452,0.00185962235361
298,251,3,3,3.95391705069,0.00623843635846
298,269,3,2,0.110599078341,3.2450674974e-05
298,272,3,3,3.3732718894,0.00246198776696
298,296,3,3,0.387096774194,5.74536540524e-05
298,321,3,3,8.15668202765,0.00350343208541
298,330,3,3,6.16589861751,0.0208893107477
298,340,3,2,0.276497695853,8.16940069277e-05
298,343,3,4,3.30875576037,0.00137486167983
298,346,3,4,11.0599078341,0.0136340617166
298,361,3,2,3.66820276498,0.0120780648708
298,362,3,2,0.110599078341,3.2450674974e-05
298,374,3,3,8.60829493088,0.00200311472948
298,379,3,2,10.5622119816,0.0249811173093
298,385,3,2,3.18894009217,0.00395422787901
298,390,3,3,4.68202764977,0.00196717669709
298,392,3,2,0.110599078341,3.2450674974e-05
298,396,3,4,3.87096774194,0.00367335117957
298,397,3,3,12.4331797235,0.0168111501826
298,403,3,2,0.497695852535,0.000148433205058
298,417,3,2,0.110599078341,3.2450674974e-05
298,445,3,3,0.221198156682,3.2601608346e-05
298,446,3,2,0.110599078341,3.2450674974e-05
298,464,3,2,1.58525345622,0.000647972579674
298,465,3,2,0.110599078341,3.2450674974e-05
317,26,2,2,0.0552995391705,3.22248002062e-05
317,27,2,2,1.27188940092,0.000825220656828
317,34,2,2,0.387096774194,0.000232018561485
317,35,2,2,0.221198156682,0.000130714682527
317,39,2,2,0.0829493087557,4.84493515862e-05
317,44,2,3,0.940092165899,0.000295823665893
317,45,2,3,0.52534562212,0.000159338048249
317,47,2,2,0.0829493087557,4.84493515862e-05
317,48,2,2,0.0829493087557,4.84493515862e-05
317,50,2,4,0.414746543779,8.30615375244e-05
317,51,2,3,1.6866359447,0.000569160814366
317,52,2,2,0.0829493087557,4.84493515862e-05
317,53,2,3,0.552995391705,0.00016812939238
317,59,2,3,0.110599078341,3.23746829979e-05
317,61,2,2,0.801843317972,0.00049841024319
317,68,2,2,0.58064516129,0.000353926619214
317,69,2,2,0.359447004608,0.000214934059333
317,71,2,2,0.884792626728,0.00055407417668
317,76,2,2,0.0552995391705,3.22248002062e-05
317,89,2,2,0.801843317972,0.00049841024319
317,95,2,2,0.0552995391705,3.22248002062e-05
317,121,2,2,0.0829493087557,4.84493515862e-05
317,126,2,3,3.38248847926,0.00125981072121
317,129,2,2,0.0552995391705,3.22248002062e-05
317,133,2,2,0.0829493087557,4.84493515862e-05
317,148,2,2,0.0552995391705,3.22248002062e-05
317,149,2,2,1.55760368664,0.000471653330954
317,154,2,2,0.0552995391705,3.22248002062e-05
317,158,2,2,0.0552995391705,3.22248002062e-05
317,170,2,2,0.0829493087557,4.84493515862e-05
317,187,2,2,3.73271889401,0.00314272633449
317,192,2,2,0.0552995391705,3.22248002062e-05
317,199,2,2,1.97235023041,0.000752174796251
317,200,2,3,0.967741935484,0.000305287580901
317,203,2,2,0.912442396313,0.000572813904913
317,205,2,2,1.96313364055,0.00136143122855
317,211,2,2,0.0829493087557,4.84493515862e-05
317,220,2,3,2.84792626728,0.00108298694107
317,221,2,2,3.04147465438,0.00236315201512
317,236,2,2,4.53456221198,0.00422789378706
317,245,2,2,2.51612903226,0.00184667834651
317,251,2,3,1.10599078341,0.000353327758606
317,269,2,2,0.0552995391705,3.22248002062e-05
317,272,2,3,0.746543778802,0.000230878421134
317,296,2,3,0.193548387097,5.70537446274e-05
317,321,2,3,4.01843317972,0.00180546730672
317,330,2,3,3.15207373272,0.00123984918794
317,340,2,2,0.138248847926,8.11253711486e-05
317,343,2,4,0.967741935484,0.000203525053934
317,346,2,4,0.774193548387,0.000160012801024
317,361,2,2,0.248847926267,0.000147400027296
317,362,2,2,7.94470046083,0.66512345679
317,374,2,3,2.30414746544,0.000521089887208
317,379,2,2,1.07834101382,0.000687244853006
317,385,2,2,0.608294930876,0.000371680219854
317,390,2,3,2.52534562212,0.000680008683585
317,392,2,2,0.0552995391705,3.22248002062e-05
317,396,2,4,0.995391705069,0.000209866035514
317,397,2,3,3.16129032258,0.00109508672588
317,403,2,2,0.248847926267,0.000147400027296
317,417,2,2,0.0552995391705,3.22248002062e-05
317,445,2,3,0.110599078341,3.23746829979e-05
317,446,2,2,0.0552995391705,3.22248002062e-05
317,464,2,2,1.62211981567,0.00080047747489
317,465,2,2,0.0552995391705,3.22248002062e-05
339,26,2,2,0.036866359447,2.14334705075e-05
339,27,2,2,0.847926267281,0.000548873615884
339,34,2,2,0.258064516129,0.000154320987654
339,35,2,2,0.147465437788,8.69414014954e-05
339,39,2,2,0.0552995391705,3.22248002062e-05
339,44,2,3,0.626728110599,0.000196759259259
339,45,2,3,0.350230414747,0.000105979473449
339,47,2,2,0.0552995391705,3.22248002062e-05
339,48,2,2,0.0552995391705,3.22248002062e-05
339,50,2,4,0.276497695853,5.52461769646e-05
339,51,2,3,1.12442396313,0.000378562208321
339,52,2,2,0.0552995391705,3.22248002062e-05
339,53,2,3,0.36866359447,0.000111826802648
339,59,2,3,0.0737327188941,2.1533161068e-05
339,61,2,2,0.534562211982,0.00033150434385
339,68,2,2,7.61290322581,0.091049382716
339,69,2,2,0.239631336406,0.000142957684525
339,71,2,2,0.589861751152,0.000368527731712
339,76,2,2,0.036866359447,2.14334705075e-05
339,89,2,2,0.534562211982,0.00033150434385
339,95,2,2,0.036866359447,2.14334705075e-05
339,121,2,2,0.0552995391705,3.22248002062e-05
339,126,2,3,7.3732718894,0.0272331154684
339,129,2,2,0.036866359447,2.14334705075e-05
339,133,2,2,0.0552995391705,3.22248002062e-05
339,148,2,2,0.036866359447,2.14334705075e-05
339,149,2,2,4.29493087558,0.00536668509305
339,154,2,2,0.036866359447,2.14334705075e-05
339,158,2,2,0.036866359447,2.14334705075e-05
339,170,2,2,0.0552995391705,3.22248002062e-05
339,187,2,2,2.48847926267,0.00209030100334
339,192,2,2,7.96313364055,1.0
339,199,2,2,4.01843317972,0.00467249657064
339,200,2,3,0.645161290323,0.000203053931124
339,203,2,2,0.608294930876,0.000380991964533
339,205,2,2,1.30875576037,0.000905519844914
339,211,2,2,0.0552995391705,3.22248002062e-05
339,220,2,3,6.17511520737,0.00783295922185
339,221,2,2,2.02764976959,0.00157178783722
339,236,2,2,4.97695852535,0.00762195121951
339,245,2,2,6.32258064516,0.0174501424501
339,251,2,3,0.73732718894,0.000235006580184
339,269,2,2,0.036866359447,2.14334705075e-05
339,272,2,3,0.497695852535,0.000153562653563
339,296,2,3,0.129032258064,3.79477838494e-05
339,321,2,3,3.04147465438,0.00141986782321
339,330,2,3,5.95391705069,0.00673590256924
339,340,2,2,0.0921658986175,5.39583872917e-05
339,343,2,4,0.645161290323,0.000135369287416
339,346,2,4,0.516129032258,0.000106428267348
339,361,2,2,0.165898617512,9.80392156863e-05
339,362,2,2,0.036866359447,2.14334705075e-05
339,374,2,3,3.83410138249,0.0021304490331
339,379,2,2,0.718894009217,0.000457102672293
339,385,2,2,0.405529953917,0.00024721323265
339,390,2,3,3.98156682028,0.00229357798165
339,392,2,2,0.036866359447,2.14334705075e-05
339,396,2,4,0.663594470046,0.000139586823004
339,397,2,3,3.81566820276,0.00211086637298
339,403,2,2,0.165898617512,9.80392156863e-05
339,417,2,2,0.036866359447,2.14334705075e-05
339,445,2,3,0.0737327188941,2.1533161068e-05
339,446,2,2,0.036866359447,2.14334705075e-05
339,464,2,2,1.58525345622,0.00114410387399
339,465,2,2,0.036866359447,2.14334705075e-05
343,26,2,2,0.0552995391705,3.22248002062e-05
343,27,2,2,1.27188940092,0.000825220656828
343,34,2,2,0.387096774194,0.000232018561485
343,35,2,2,0.221198156682,0.000130714682527
343,39,2,2,7.91705069124,0.441356246886
343,44,2,3,7.11520737327,0.0179176334107
343,45,2,3,0.52534562212,0.000159338048249
343,47,2,2,0.0829493087557,4.84493515862e-05
343,48,2,2,0.0829493087557,4.84493515862e-05
343,50,2,4,0.414746543779,8.30615375244e-05
343,51,2,3,7.88940092166,0.164796418745
343,52,2,2,0.0829493087557,4.84493515862e-05
343,53,2,3,0.552995391705,0.00016812939238
343,59,2,3,0.110599078341,3.23746829979e-05
343,61,2,2,3.19815668203,0.00792879891297
343,68,2,2,0.58064516129,0.000353926619214
343,69,2,2,0.359447004608,0.000214934059333
343,71,2,2,7.11520737327,0.0358310920263
343,76,2,2,0.0552995391705,3.22248002062e-05
343,89,2,2,7.19815668203,0.0401652543726
343,95,2,2,0.0552995391705,3.22248002062e-05
343,121,2,2,0.0829493087557,4.84493515862e-05
343,126,2,3,1.55760368664,0.000405818318652
343,129,2,2,0.0552995391705,3.22248002062e-05
343,133,2,2,0.0829493087557,4.84493515862e-05
343,148,2,2,0.0552995391705,3.22248002062e-05
343,149,2,2,2.44239631336,0.00115968821702
343,154,2,2,0.0552995391705,3.22248002062e-05
343,158,2,2,0.0552995391705,3.22248002062e-05
343,170,2,2,0.0829493087557,4.84493515862e-05
343,187,2,2,4.26728110599,0.00410731962566
343,192,2,2,0.0552995391705,3.22248002062e-05
343,199,2,2,2.02764976959,0.000794944102947
343,200,2,3,0.967741935484,0.000305287580901
343,203,2,2,7.08755760369,0.0345617593739
343,205,2,2,1.96313364055,0.00136143122855
343,211,2,2,0.0829493087557,4.84493515862e-05
343,220,2,3,2.84792626728,0.00108298694107
343,221,2,2,3.04147465438,0.00236315201512
343,236,2,2,3.46543778802,0.0024692755306
343,245,2,2,2.51612903226,0.00184667834651
343,251,2,3,1.10599078341,0.000353327758606
343,269,2,2,0.0552995391705,3.22248002062e-05
343,272,2,3,0.746543778802,0.000230878421134
343,296,2,3,0.193548387097,5.70537446274e-05
343,321,2,3,0.58064516129,0.000180750381826
343,330,2,3,3.15207373272,0.00123984918794
343,340,2,2,0.138248847926,8.11253711486e-05
343,343,2,4,0.967741935484,0.000203525053934
343,346,2,4,7.58525345622,0.0277912603379
343,361,2,2,0.248847926267,0.000147400027296
343,362,2,2,0.0552995391705,3.22248002062e-05
343,374,2,3,6.30414746544,0.00385195864213
343,379,2,2,6.92165898618,0.028315200843
343,385,2,2,0.608294930876,0.000371680219854
343,390,2,3,5.97235023041,0.00344834926244
343,392,2,2,0.0552995391705,3.22248002062e-05
343,396,2,4,0.995391705069,0.000209866035514
343,397,2,3,7.11520737327,0.0184570765661
343,403,2,2,0.248847926267,0.000147400027296
343,417,2,2,0.0552995391705,3.22248002062e-05
343,445,2,3,0.110599078341,3.23746829979e-05
343,446,2,2,0.0552995391705,3.22248002062e-05
343,464,2,2,2.37788018433,0.00172013761101
343,465,2,2,0.0552995391705,3.22248002062e-05
356,26,2,2,0.036866359447,2.14334705075e-05
356,27,2,2,0.847926267281,0.000548873615884
356,34,2,2,0.258064516129,0.000154320987654
356,35,2,2,0.147465437788,8.69414014954e-05
356,39,2,2,0.0552995391705,3.22248002062e-05
356,44,2,3,0.626728110599,0.000196759259259
356,45,2,3,0.350230414747,0.000105979473449
356,47,2,2,0.0552995391705,3.22248002062e-05
356,48,2,2,0.0552995391705,3.22248002062e-05
356,50,2,4,0.276497695853,5.52461769646e-05
356,51,2,3,1.12442396313,0.000378562208321
356,52,2,2,0.0552995391705,3.22248002062e-05
356,53,2,3,0.36866359447,0.000111826802648
356,59,2,3,0.0737327188941,2.1533161068e-05
356,61,2,2,0.534562211982,0.00033150434385
356,68,2,2,0.387096774194,0.000235404896422
356,69,2,2,0.239631336406,0.000142957684525
356,71,2,2,0.589861751152,0.000368527731712
356,76,2,2,0.036866359447,2.14334705075e-05
356,89,2,2,0.534562211982,0.00033150434385
356,95,2,2,0.036866359447,2.14334705075e-05
356,121,2,2,0.0552995391705,3.22248002062e-05
356,126,2,3,3.70506912442,0.00199690033381
356,129,2,2,0.036866359447,2.14334705075e-05
356,133,2,2,0.0552995391705,3.22248002062e-05
356,148,2,2,0.036866359447,2.14334705075e-05
356,149,2,2,4.29493087558,0.00536668509305
356,154,2,2,0.036866359447,2.14334705075e-05
356,158,2,2,0.036866359447,2.14334705075e-05
356,170,2,2,0.0552995391705,3.22248002062e-05
356,187,2,2,5.51152073733,0.0102537722908
356,192,2,2,0.036866359447,2.14334705075e-05
356,199,2,2,4.01843317972,0.00467249657064
356,200,2,3,0.645161290323,0.000203053931124
356,203,2,2,0.608294930876,0.000380991964533
356,205,2,2,1.30875576037,0.000905519844914
356,211,2,2,0.0552995391705,3.22248002062e-05
356,220,2,3,6.17511520737,0.00783295922185
356,221,2,2,2.02764976959,0.00157178783722
356,236,2,2,4.97695852535,0.00762195121951
356,245,2,2,2.32258064516,0.00235478806907
356,251,2,3,0.73732718894,0.000235006580184
356,269,2,2,0.036866359447,2.14334705075e-05
356,272,2,3,0.497695852535,0.000153562653563
356,296,2,3,0.129032258064,3.79477838494e-05
356,321,2,3,3.04147465438,0.00141986782321
356,330,2,3,5.95391705069,0.00673590256924
356,340,2,2,0.0921658986175,5.39583872917e-05
356,343,2,4,0.645161290323,0.000135369287416
356,346,2,4,0.516129032258,0.000106428267348
356,361,2,2,0.165898617512,9.80392156863e-05
356,362,2,2,0.036866359447,2.14334705075e-05
356,374,2,3,3.83410138249,0.0021304490331
356,379,2,2,0.718894009217,0.000457102672293
356,385,2,2,0.405529953917,0.00024721323265
356,390,2,3,3.98156682028,0.00229357798165
356,392,2,2,0.036866359447,2.14334705075e-05
356,396,2,4,0.663594470046,0.000139586823004
356,397,2,3,3.81566820276,0.00211086637298
356,403,2,2,0.165898617512,9.80392156863e-05
356,417,2,2,0.036866359447,2.14334705075e-05
356,445,2,3,0.0737327188941,2.1533161068e-05
356,446,2,2,0.036866359447,2.14334705075e-05
356,464,2,2,2.41474654378,0.00265467368598
356,465,2,2,0.036866359447,2.14334705075e-05
357,26,2,2,0.940092165899,0.000616478096896
357,27,2,2,17.6221198157,0.0104861790399
357,34,2,2,6.58064516129,0.00443864229765
357,35,2,2,3.76036866359,0.00250064354797
357,39,2,2,1.41013824885,0.000926862660762
357,44,2,3,11.0414746544,0.0199765141043
357,45,2,3,8.93087557604,0.00304822422851
357,47,2,2,1.41013824885,0.000926862660762
357,48,2,2,1.41013824885,0.000926862660762
357,50,2,4,7.05069124424,0.00158901275572
357,51,2,3,28.6728110599,0.0108883584513
357,52,2,2,1.41013824885,0.000926862660762
357,53,2,3,9.40092165899,0.00321640746207
357,59,2,3,7.0599078341,0.0176709897026
357,61,2,2,13.6313364055,0.00953486123199
357,68,2,2,66.1290322581,0.303882376659
357,69,2,2,6.11059907834,0.004111806404
357,71,2,2,15.0414746544,0.0105997428004
357,76,2,2,3.0599078341,0.00653120739641
357,89,2,2,13.6313364055,0.00953486123199
357,95,2,2,0.940092165899,0.000616478096896
357,121,2,2,1.41013824885,0.000926862660762
357,126,2,3,120.01843318,0.323412686329
357,129,2,2,0.940092165899,0.000616478096896
357,133,2,2,1.41013824885,0.000926862660762
357,148,2,2,0.940092165899,0.000616478096896
357,149,2,2,105.520737327,0.143289438959
357,154,2,2,3.0599078341,0.00653120739641
357,158,2,2,0.940092165899,0.000616478096896
357,170,2,2,1.41013824885,0.000926862660762
357,187,2,2,3.45622119816,0.000178356371555
357,192,2,2,7.0599078341,0.034767610748
357,199,2,2,90.4700460829,0.104758652768
357,200,2,3,15.5115207373,0.00858286606292
357,203,2,2,15.5115207373,0.0109582440765
357,205,2,2,33.3732718894,0.0260449258788
357,211,2,2,1.41013824885,0.000926862660762
357,220,2,3,149.465437788,0.202985733696
357,221,2,2,51.7050691244,0.0452083937724
357,236,2,2,122.912442396,0.205624382632
357,245,2,2,121.225806452,0.283756081264
357,251,2,3,18.801843318,0.00675935375277
357,269,2,2,0.940092165899,0.000616478096896
357,272,2,3,12.6912442396,0.00441683078759
357,296,2,3,8.70967741935,0.0109542097596
357,321,2,3,77.5576036866,0.0408388092442
357,330,2,3,135.824884793,0.155062995725
357,340,2,2,5.64976958525,0.00896860098212
357,343,2,4,16.4516129032,0.00389354587513
357,346,2,4,13.1612903226,0.00306113261907
357,361,2,2,4.23041474654,0.00281984334204
357,362,2,2,0.940092165899,0.000616478096896
357,374,2,3,97.7695852535,0.0612768317198
357,379,2,2,14.331797235,0.00803581877675
357,385,2,2,10.3410138249,0.00711044639915
357,390,2,3,97.5299539171,0.0608779025079
357,392,2,2,0.940092165899,0.000616478096896
357,396,2,4,12.9216589862,0.00244396639191
357,397,2,3,97.2995391705,0.0607135873753
357,403,2,2,19.7695852535,0.0615820587181
357,417,2,2,0.940092165899,0.000616478096896
357,445,2,3,3.0599078341,0.00356462944641
357,446,2,2,3.0599078341,0.00653120739641
357,464,2,2,40.4239631336,0.032907175655
357,465,2,2,0.940092165899,0.000616478096896
377,26,2,2,3.133640553,0.00735589071946
377,27,2,2,19.9262672811,0.0143983590399
377,34,2,2,5.93548387097,0.0038778016017
377,35,2,2,3.46543778802,0.00228069536946
377,39,2,2,1.29953917051,0.000845338944945
377,44,2,3,14.7281105991,0.00516149870801
377,45,2,3,4.23041474654,0.00129960713711
377,47,2,2,1.29953917051,0.000845338944945
377,48,2,2,1.29953917051,0.000845338944945
377,50,2,4,6.49769585253,0.00144924854921
377,51,2,3,18.4239631336,0.00488268624416
377,52,2,2,1.29953917051,0.000845338944945
377,53,2,3,8.66359447005,0.00293350310202
377,59,2,3,1.73271889401,0.000564869899645
377,61,2,2,99.4377880184,0.544879592059
377,68,2,2,9.09677419355,0.00617527263172
377,69,2,2,5.63133640553,0.00375014577081
377,71,2,2,13.8617511521,0.00966742514816
377,76,2,2,0.866359447005,0.000562254761221
377,89,2,2,12.5622119816,0.00869620697355
377,95,2,2,0.866359447005,0.000562254761221
377,121,2,2,1.29953917051,0.000845338944945
377,126,2,3,51.6589861751,0.021037173663
