HA site,NS1 site,N alleles HA,N alleles NS1,Chi,ChiSqDf
103,281,2,2,5.24423963134,0.00625791164028
123,35,2,2,0.884792626728,0.000544526375496
123,50,2,2,1.76958525346,0.00109927859842
123,63,2,2,0.442396313364,0.000271002710027
123,86,2,3,2.21198156682,0.000690289921767
123,93,2,2,13.2534562212,0.00756794684412
123,98,2,2,9.73271889401,0.00660412757974
123,102,2,2,0.663594470046,0.000407447229925
123,104,2,3,1.99078341014,0.000619799139168
123,105,2,2,0.442396313364,0.000271002710027
123,108,2,3,6.85714285714,0.00225140712946
123,109,2,3,9.95391705069,0.00338579221268
123,112,2,2,0.884792626728,0.000544526375496
123,113,2,2,0.442396313364,0.000271002710027
123,114,2,2,3.31797235023,0.00209558181501
123,115,2,6,86.9124423963,0.191225782737
123,116,2,3,5.97235023041,0.00194163120992
123,117,2,2,6.1935483871,0.0040370058873
123,118,2,2,2.21198156682,0.00138057984353
123,119,2,2,1.10599078341,0.000682244584684
123,122,2,3,1.10599078341,0.000341122292342
123,123,2,2,0.442396313364,0.000271002710027
123,124,2,3,8.40552995392,0.00280857354028
123,127,2,2,3.09677419355,0.0019512195122
123,129,2,2,6.1935483871,0.0040370058873
123,138,2,3,4.42396313364,0.00141392718275
123,142,2,3,5.52995391705,0.00178901544517
123,143,2,3,8.84792626728,0.00297140027238
123,149,2,2,0.442396313364,0.000271002710027
123,155,2,2,0.663594470046,0.000407447229925
123,162,2,2,0.663594470046,0.000407447229925
123,178,2,2,7.52073732719,0.0049756097561
123,184,2,2,1.76958525346,0.00109927859842
123,196,2,2,5.08755760369,0.00327576998398
123,199,2,2,1.99078341014,0.00123959827834
123,202,2,3,1.76958525346,0.00054963929921
123,206,2,2,3.76036866359,0.00238638357607
123,213,2,3,6.85714285714,0.00225140712946
123,217,2,3,4.64516129032,0.00148821827201
123,224,2,2,0.442396313364,0.000271002710027
123,236,2,2,0.442396313364,0.000271002710027
123,239,2,2,0.663594470046,0.000407447229925
123,249,2,2,5.75115207373,0.00373027259684
123,254,2,2,2.4331797235,0.00152222798824
123,257,2,2,0.442396313364,0.000271002710027
123,264,2,2,3.07834101382,0.000881296009788
123,281,2,2,5.08755760369,0.00327576998398
131,35,4,2,8.60829493088,0.00549133907324
131,50,4,2,24.5529953917,0.0206386835867
131,63,4,2,3.74193548387,0.00135615413393
131,86,4,3,14.7096774194,0.00227937214207
131,93,4,2,62.1382488479,0.0511445161558
131,98,4,2,50.6912442396,0.0206708058056
131,102,4,2,2.66359447005,0.000488066224828
131,104,4,3,16.3686635945,0.00623760001137
131,105,4,2,3.74193548387,0.00135615413393
131,108,4,3,60.4331797235,0.0194123105324
131,109,4,3,48.5622119816,0.0100546902915
131,112,4,2,8.60829493088,0.00549133907324
131,113,4,2,2.13824884793,0.000839435795431
131,114,4,2,20.064516129,0.00590743658088
131,115,4,6,407.516129032,0.0671604610704
131,116,4,3,61.1059907834,0.0219433409498
131,117,4,2,60.2580645161,0.0400276635763
131,118,4,2,18.6912442396,0.010020719053
131,119,4,2,15.3456221198,0.012808973205
131,122,4,3,9.30875576037,0.0041553660209
131,123,4,2,2.13824884793,0.000839435795431
131,124,4,3,93.8064516129,0.18669015422
131,127,4,2,26.1935483871,0.00976430976431
131,129,4,2,56.2580645161,0.0348522016783
131,138,4,3,35.2764976959,0.0156437621438
131,142,4,3,53.0,0.0208107332096
131,143,4,3,56.801843318,0.013871253858
131,149,4,2,6.13824884793,0.00508800880088
131,155,4,2,9.45622119816,0.00862503782911
131,162,4,2,2.8202764977,0.000724975823182
131,178,4,2,59.6129032258,0.0219293478261
131,184,4,2,3.52073732719,0.00047683950371
131,196,4,2,48.4976958525,0.0313801066749
131,199,4,2,23.6221198157,0.0173182825529
131,202,4,3,14.9677419355,0.00275050979276
131,206,4,2,52.0184331797,0.201351961909
131,213,4,3,54.7557603687,0.170437659556
131,217,4,3,36.1428571429,0.0110920076625
131,224,4,2,2.30414746544,0.00100161233917
131,236,4,2,6.30414746544,0.00573671497585
131,239,4,2,2.8202764977,0.000724975823182
131,249,4,2,53.9539170507,0.0344303712373
131,254,4,2,16.5806451613,0.00509891952015
131,257,4,2,3.74193548387,0.00135615413393
131,264,4,2,36.9216589862,0.0495350845787
131,281,4,2,48.4976958525,0.0313801066749
140,35,2,2,0.110599078341,6.47493659958e-05
140,50,2,2,0.221198156682,0.000130714682527
140,63,2,2,0.0552995391705,3.22248002062e-05
140,86,2,3,0.276497695853,8.20820382612e-05
140,93,2,2,2.15668202765,0.00152506582549
140,98,2,2,1.21658986175,0.000785293592718
140,102,2,2,0.0829493087557,4.84493515862e-05
140,104,2,3,0.248847926267,7.37000136482e-05
140,105,2,2,0.0552995391705,3.22248002062e-05
140,108,2,3,0.857142857143,0.00026771372479
140,109,2,3,1.24423963134,0.00040260290232
140,112,2,2,0.110599078341,6.47493659958e-05
140,113,2,2,0.0552995391705,3.22248002062e-05
140,114,2,2,0.414746543779,0.000249184612573
140,115,2,6,5.88940092166,0.00207046522888
140,116,2,3,0.746543778802,0.000230878421134
140,117,2,2,0.774193548387,0.000480038403072
140,118,2,2,0.276497695853,0.000164164076522
140,119,2,2,0.138248847926,8.11253711486e-05
140,122,2,3,0.138248847926,4.05626855743e-05
140,123,2,2,0.0552995391705,3.22248002062e-05
140,124,2,3,1.05069124424,0.000333966111228
140,127,2,2,0.387096774194,0.000232018561485
140,129,2,2,0.774193548387,0.000480038403072
140,138,2,3,7.69585253456,0.0579530127598
140,142,2,3,0.691244239631,0.000212730954907
140,143,2,3,2.94930875576,0.00264004021738
140,149,2,2,0.0552995391705,3.22248002062e-05
140,155,2,2,0.0829493087557,4.84493515862e-05
140,162,2,2,0.0829493087557,4.84493515862e-05
140,178,2,2,0.940092165899,0.000591647331787
140,184,2,2,0.221198156682,0.000130714682527
140,196,2,2,0.635944700461,0.000389520212712
140,199,2,2,0.248847926267,0.000147400027296
140,202,2,3,0.221198156682,6.53573412634e-05
140,206,2,2,0.470046082949,0.000283763708291
140,213,2,3,0.857142857143,0.00026771372479
140,217,2,3,0.58064516129,0.000176963309607
140,224,2,2,0.0552995391705,3.22248002062e-05
140,236,2,2,0.0552995391705,3.22248002062e-05
140,239,2,2,0.0829493087557,4.84493515862e-05
140,249,2,2,0.718894009217,0.000443564896956
140,254,2,2,0.304147465438,0.000181007388392
140,257,2,2,0.0552995391705,3.22248002062e-05
140,264,2,2,0.884792626728,0.00055407417668
140,281,2,2,0.635944700461,0.000389520212712
141,35,2,2,0.645161290323,7.34085036411e-05
141,50,2,2,1.29032258065,0.000148195570731
141,63,2,2,2.32258064516,0.00189393939394
141,86,2,3,7.61290322581,0.00221299926489
141,93,2,2,86.5806451613,0.0818908255706
141,98,2,2,43.0967741935,0.0328329919239
141,102,2,2,3.48387096774,0.00284750052731
141,104,2,3,4.64516129032,0.00222646634411
141,105,2,2,2.32258064516,0.00189393939394
141,108,2,3,28.0,0.00956801818871
141,109,2,3,44.2580645161,0.0169950364098
141,112,2,2,0.645161290323,7.34085036411e-05
141,113,2,2,1.67741935484,0.000987888140666
141,114,2,2,17.4193548387,0.0146452592753
141,115,2,6,255.483870968,0.0953056399865
141,116,2,3,23.3548387097,0.00776510192095
141,117,2,2,24.5161290323,0.0160382857427
141,118,2,2,16.3870967742,0.0192121688584
141,119,2,2,14.1935483871,0.02849002849
141,122,2,3,5.8064516129,0.00238397965671
141,123,2,2,2.32258064516,0.00189393939394
141,124,2,3,36.1290322581,0.0133667639079
141,127,2,2,16.2580645161,0.0136363636364
141,129,2,2,24.5161290323,0.0160382857427
141,138,2,3,27.2258064516,0.0280290514151
141,142,2,3,21.0322580645,0.00673211666925
141,143,2,3,34.4516129032,0.0114889785608
141,149,2,2,2.32258064516,0.00189393939394
141,155,2,2,4.51612903226,0.00478489457608
141,162,2,2,0.516129032258,6.24965822182e-05
141,178,2,2,35.4838709677,0.0280841503268
141,184,2,2,2.70967741935,0.000653542466923
141,196,2,2,18.7096774194,0.0112331396051
141,199,2,2,21.5483870968,0.0368244536872
141,202,2,3,9.29032258065,0.00384122919334
141,206,2,2,0.258064516129,2.8497700948e-06
141,213,2,3,36.0,0.0157342657343
141,217,2,3,18.7096774194,0.0186512396334
141,224,2,2,1.67741935484,0.000987888140666
141,236,2,2,5.67741935484,0.011316872428
141,239,2,2,3.48387096774,0.00284750052731
141,249,2,2,22.1935483871,0.0140850434968
141,254,2,2,12.7741935484,0.0106382978723
141,257,2,2,2.32258064516,0.00189393939394
141,264,2,2,33.1612903226,0.0259313439118
141,281,2,2,18.7096774194,0.0112331396051
142,35,2,2,0.0737327188941,4.30663221361e-05
142,50,2,2,0.147465437788,8.69414014954e-05
142,63,2,2,0.036866359447,2.14334705075e-05
142,86,2,3,0.184331797235,5.45946890287e-05
142,93,2,2,6.56221198157,0.0211301044634
142,98,2,2,0.811059907834,0.000522317188984
142,102,2,2,0.0552995391705,3.22248002062e-05
142,104,2,3,0.165898617512,4.90196078431e-05
142,105,2,2,0.036866359447,2.14334705075e-05
142,108,2,3,0.571428571429,0.000178062678063
142,109,2,3,0.829493087558,0.000267780634105
142,112,2,2,0.0737327188941,4.30663221361e-05
142,113,2,2,0.036866359447,2.14334705075e-05
142,114,2,2,0.276497695853,0.000165738530894
142,115,2,6,4.53456221198,0.00121158392435
142,116,2,3,0.497695852535,0.000153562653563
142,117,2,2,0.516129032258,0.000319284802043
142,118,2,2,0.184331797235,0.000109189378057
142,119,2,2,0.0921658986175,5.39583872917e-05
142,122,2,3,0.0921658986175,2.69791936459e-05
142,123,2,2,0.036866359447,2.14334705075e-05
142,124,2,3,0.700460829493,0.000222128694351
142,127,2,2,0.258064516129,0.000154320987654
142,129,2,2,0.516129032258,0.000319284802043
142,138,2,3,0.36866359447,0.000111826802648
142,142,2,3,0.460829493088,0.000141492348094
142,143,2,3,0.73732718894,0.000235006580184
142,149,2,2,0.036866359447,2.14334705075e-05
142,155,2,2,0.0552995391705,3.22248002062e-05
142,162,2,2,0.0552995391705,3.22248002062e-05
142,178,2,2,0.626728110599,0.000393518518519
142,184,2,2,0.147465437788,8.69414014954e-05
142,196,2,2,0.423963133641,0.000259079030369
142,199,2,2,0.165898617512,9.80392156863e-05
142,202,2,3,0.147465437788,4.34707007477e-05
142,206,2,2,0.3133640553,0.00018873789857
142,213,2,3,0.571428571429,0.000178062678063
142,217,2,3,0.387096774194,0.000117702448211
142,224,2,2,0.036866359447,2.14334705075e-05
142,236,2,2,0.036866359447,2.14334705075e-05
142,239,2,2,0.0552995391705,3.22248002062e-05
142,249,2,2,0.479262672811,0.000295025417574
142,254,2,2,0.202764976959,0.000120392259872
142,257,2,2,0.036866359447,2.14334705075e-05
142,264,2,2,0.589861751152,0.000368527731712
142,281,2,2,0.423963133641,0.000259079030369
143,35,2,2,0.147465437788,8.65332612223e-05
143,50,2,2,0.294930875576,0.000174691560214
143,63,2,2,0.0737327188941,4.30663221361e-05
143,86,2,3,0.36866359447,0.00010969723563
143,93,2,2,2.87557603687,0.00203814998693
143,98,2,2,1.62211981567,0.00104949314252
143,102,2,2,0.110599078341,6.47493659958e-05
143,104,2,3,0.331797235023,9.84952120383e-05
143,105,2,2,0.0737327188941,4.30663221361e-05
143,108,2,3,1.14285714286,0.000357781753131
143,109,2,3,1.65898617512,0.000538052250852
143,112,2,2,0.147465437788,8.65332612223e-05
143,113,2,2,0.0737327188941,4.30663221361e-05
143,114,2,2,0.552995391705,0.000333018815563
143,115,2,6,9.21658986175,0.00252780586451
143,116,2,3,0.995391705069,0.000308553796926
143,117,2,2,1.03225806452,0.000641539695269
143,118,2,2,0.36866359447,0.000219394471259
143,119,2,2,0.184331797235,0.00010841871307
143,122,2,3,0.184331797235,5.42093565349e-05
143,123,2,2,0.0737327188941,4.30663221361e-05
143,124,2,3,1.40092165899,0.000446323702138
143,127,2,2,0.516129032258,0.00031007751938
143,129,2,2,1.03225806452,0.000641539695269
143,138,2,3,0.73732718894,0.000224693854623
143,142,2,3,0.921658986175,0.000284300904077
143,143,2,3,1.47465437788,0.000472199268091
143,149,2,2,0.0737327188941,4.30663221361e-05
143,155,2,2,0.110599078341,6.47493659958e-05
143,162,2,2,0.110599078341,6.47493659958e-05
143,178,2,2,14.7465437788,0.109439124487
143,184,2,2,0.294930875576,0.000174691560214
143,196,2,2,0.847926267281,0.000520568098229
143,199,2,2,0.331797235023,0.000196990424077
143,202,2,3,0.294930875576,8.7345780107e-05
143,206,2,2,0.626728110599,0.000379231498522
143,213,2,3,1.14285714286,0.000357781753131
143,217,2,3,0.774193548387,0.000236499802917
143,224,2,2,0.0737327188941,4.30663221361e-05
143,236,2,2,0.0737327188941,4.30663221361e-05
143,239,2,2,0.110599078341,6.47493659958e-05
143,249,2,2,0.958525345622,0.000592795257638
143,254,2,2,0.405529953917,0.000241904447743
143,257,2,2,0.0737327188941,4.30663221361e-05
143,264,2,2,1.1797235023,0.00074048362837
143,281,2,2,0.847926267281,0.000520568098229
151,35,3,2,2.93087557604,0.000642843637739
151,50,3,2,18.2857142857,0.0125195618153
151,63,3,2,3.46543778802,0.00176904546823
151,86,3,3,13.3271889401,0.00272621221343
151,93,3,2,31.1520737327,0.00475015986115
151,98,3,2,7.18894009217,0.0205185058844
151,102,3,2,2.85714285714,0.000811121800313
151,104,3,3,9.59447004608,0.125197698277
151,105,3,2,3.46543778802,0.00176904546823
151,108,3,3,29.7511520737,0.0205247655255
151,109,3,3,9.90783410138,0.0114367421876
151,112,3,2,2.93087557604,0.000642843637739
151,113,3,2,0.571428571429,5.64588979223e-05
151,114,3,2,25.9907834101,0.0136794924035
151,115,3,6,369.437788018,0.0746003060892
151,116,3,3,39.7511520737,0.093052298009
151,117,3,2,31.4838709677,0.0419119708438
151,118,3,2,10.8571428571,0.00356266298512
151,119,3,2,11.4285714286,0.00777000777001
151,122,3,3,3.4930875576,0.00128348790819
151,123,3,2,0.571428571429,5.64588979223e-05
151,124,3,3,35.4838709677,0.0263669912568
151,127,3,2,24.2580645161,0.0127371273713
151,129,3,2,27.4838709677,0.014598101646
151,138,3,3,25.2258064516,0.0124456632598
151,142,3,3,41.1428571429,0.0106589549383
151,143,3,3,18.1566820276,0.0137391353273
151,149,3,2,4.57142857143,0.00308641975309
151,155,3,2,6.85714285714,0.0046403712297
151,162,3,2,1.19815668203,0.000150906381454
151,178,3,2,54.9124423963,0.0282197513152
151,184,3,2,1.86175115207,0.000162219932058
151,196,3,2,32.5714285714,0.0143396641837
151,199,3,2,16.5714285714,0.00916307986609
151,202,3,3,13.8617511521,0.00358792320318
151,206,3,2,9.45622119816,0.00164918280584
151,213,3,3,41.7142857143,0.00919437068266
151,217,3,3,32.0,0.00767028858982
151,224,3,2,0.571428571429,5.64588979223e-05
151,236,3,2,4.57142857143,0.00308641975309
151,239,3,2,1.19815668203,0.000150906381454
151,249,3,2,26.9493087558,0.0425265791119
151,254,3,2,15.0599078341,0.00620632898785
151,257,3,2,3.46543778802,0.00176904546823
151,264,3,2,39.4470046083,0.0154107511224
151,281,3,2,32.5714285714,0.0143396641837
152,35,3,2,3.11520737327,0.000727838713943
152,50,3,2,18.064516129,0.0121717962094
152,63,3,2,3.55760368664,0.00185377286
152,86,3,3,13.7880184332,0.00289883235843
152,93,3,2,34.7465437788,0.00608146571051
152,98,3,2,13.732718894,0.00888206998166
152,102,3,2,2.77419354839,0.000767987262453
152,104,3,3,9.40552995392,0.0621093541151
152,105,3,2,3.55760368664,0.00185377286
152,108,3,3,48.4147465438,0.0420354814922
152,109,3,3,11.5115207373,0.00532531926188
152,112,3,2,3.11520737327,0.000727838713943
152,113,3,2,0.516129032258,5.62072753559e-05
152,114,3,2,18.6820276498,0.00704259619315
152,115,3,6,379.815668203,0.0782574491059
152,116,3,3,57.5852534562,0.182451689713
152,117,3,2,50.1935483871,0.0871250059617
152,118,3,2,10.5806451613,0.00338749851394
152,119,3,2,11.2903225806,0.00755417422084
152,122,3,3,7.29032258065,0.00189295106308
152,123,3,2,0.516129032258,5.62072753559e-05
152,124,3,3,54.1935483871,0.0496298889321
152,127,3,2,24.9032258065,0.013347164592
152,129,3,2,46.1935483871,0.0542742762436
152,138,3,3,25.0046082949,0.012398629368
152,142,3,3,52.4516129032,0.0175975148824
152,143,3,3,36.4055299539,0.0284674447033
152,149,3,2,4.51612903226,0.00300068587106
152,155,3,2,6.77419354839,0.00451147202887
152,162,3,2,2.77419354839,0.000767987262453
152,178,3,2,56.4792626728,0.0296838246594
152,184,3,2,2.23041474654,0.00024756654264
152,196,3,2,51.0875576037,0.0485383828767
152,199,3,2,16.3225806452,0.00885801213575
152,202,3,3,14.2304147465,0.0037597646738
152,206,3,2,10.2396313364,0.00195562910722
152,213,3,3,43.1428571429,0.00976191024855
152,217,3,3,31.4193548387,0.00737862050002
152,224,3,2,0.516129032258,5.62072753559e-05
152,236,3,2,4.51612903226,0.00300068587106
152,239,3,2,1.33640552995,0.000193200231389
152,249,3,2,45.7511520737,0.089798757157
152,254,3,2,15.5668202765,0.00659566772493
152,257,3,2,3.55760368664,0.00185377286
152,264,3,2,40.9216589862,0.0165030846994
152,281,3,2,51.0875576037,0.0485383828767
156,35,2,2,0.110599078341,6.47493659958e-05
156,50,2,2,0.221198156682,0.000130714682527
156,63,2,2,0.0552995391705,3.22248002062e-05
156,86,2,3,0.276497695853,8.20820382612e-05
156,93,2,2,2.15668202765,0.00152506582549
156,98,2,2,1.21658986175,0.000785293592718
156,102,2,2,0.0829493087557,4.84493515862e-05
156,104,2,3,0.248847926267,7.37000136482e-05
156,105,2,2,0.0552995391705,3.22248002062e-05
156,108,2,3,0.857142857143,0.00026771372479
156,109,2,3,1.24423963134,0.00040260290232
156,112,2,2,0.110599078341,6.47493659958e-05
156,113,2,2,0.0552995391705,3.22248002062e-05
156,114,2,2,0.414746543779,0.000249184612573
156,115,2,6,2.80184331797,0.000401042259144
156,116,2,3,0.746543778802,0.000230878421134
156,117,2,2,0.774193548387,0.000480038403072
156,118,2,2,0.276497695853,0.000164164076522
156,119,2,2,0.138248847926,8.11253711486e-05
156,122,2,3,0.138248847926,4.05626855743e-05
156,123,2,2,0.0552995391705,3.22248002062e-05
156,124,2,3,1.05069124424,0.000333966111228
156,127,2,2,0.387096774194,0.000232018561485
156,129,2,2,0.774193548387,0.000480038403072
156,138,2,3,0.552995391705,0.00016812939238
156,142,2,3,0.691244239631,0.000212730954907
156,143,2,3,1.10599078341,0.000353327758606
156,149,2,2,0.0552995391705,3.22248002062e-05
156,155,2,2,0.0829493087557,4.84493515862e-05
156,162,2,2,0.0829493087557,4.84493515862e-05
156,178,2,2,0.940092165899,0.000591647331787
156,184,2,2,0.221198156682,0.000130714682527
156,196,2,2,0.635944700461,0.000389520212712
156,199,2,2,0.248847926267,0.000147400027296
156,202,2,3,0.221198156682,6.53573412634e-05
156,206,2,2,0.470046082949,0.000283763708291
156,213,2,3,0.857142857143,0.00026771372479
156,217,2,3,0.58064516129,0.000176963309607
156,224,2,2,0.0552995391705,3.22248002062e-05
156,236,2,2,0.0552995391705,3.22248002062e-05
156,239,2,2,0.0829493087557,4.84493515862e-05
156,249,2,2,0.718894009217,0.000443564896956
156,254,2,2,0.304147465438,0.000181007388392
156,257,2,2,0.0552995391705,3.22248002062e-05
156,264,2,2,0.884792626728,0.00055407417668
156,281,2,2,0.635944700461,0.000389520212712
163,35,2,2,2.93087557604,0.00127125547604
163,50,2,2,18.1382488479,0.0245729697333
163,63,2,2,3.46543778802,0.00353809093646
163,86,2,3,13.3271889401,0.00544878228289
163,93,2,2,31.1520737327,0.00889602190308
163,98,2,2,3.76036866359,0.000209753920185
163,102,2,2,2.80184331797,0.00154545258737
163,104,2,3,6.93087557604,0.00418358313746
163,105,2,2,3.46543778802,0.00353809093646
163,108,2,3,29.7511520737,0.0112143640766
163,109,2,3,3.46543778802,0.00177902955494
163,112,2,2,2.93087557604,0.00127125547604
163,113,2,2,0.534562211982,8.41878247388e-05
163,114,2,2,17.9907834101,0.0131087532375
163,115,2,6,373.198156682,0.151749171428
163,116,2,3,43.6129032258,0.032639470626
163,117,2,2,31.4838709677,0.0221951815997
163,118,2,2,10.6728110599,0.00683845991912
163,119,2,2,11.33640553,0.0152507067401
163,122,2,3,7.33640552995,0.00381917857268
163,123,2,2,0.534562211982,8.41878247388e-05
163,124,2,3,35.4838709677,0.0222357417804
163,127,2,2,24.2580645161,0.0254742547425
163,129,2,2,31.4838709677,0.0221951815997
163,138,2,3,24.9400921659,0.024568394967
163,142,2,3,48.6820276498,0.0301449410901
163,143,2,3,18.1566820276,0.00446565007029
163,149,2,2,4.53456221198,0.00605791962175
163,155,2,2,6.80184331797,0.00910796267957
163,162,2,2,2.80184331797,0.00154545258737
163,178,2,2,54.9124423963,0.0564376774322
163,184,2,2,1.86175115207,0.000258886972298
163,196,2,2,40.1474654378,0.0434023383158
163,199,2,2,16.4055299539,0.0179108257499
163,202,2,3,13.8617511521,0.00717584640635
163,206,2,2,9.45622119816,0.00321082613137
163,213,2,3,41.7142857143,0.0183758466063
163,217,2,3,31.6129032258,0.0149254243095
163,224,2,2,0.534562211982,8.41878247388e-05
163,236,2,2,4.53456221198,0.00605791962175
163,239,2,2,1.19815668203,0.000282615009593
163,249,2,2,26.9493087558,0.0174272262363
163,254,2,2,15.0599078341,0.0124073232035
163,257,2,2,3.46543778802,0.00353809093646
163,264,2,2,39.4470046083,0.0307906282461
163,281,2,2,40.1474654378,0.0434023383158
164,35,3,2,2.96774193548,0.000841638981174
164,50,3,2,21.1612903226,0.0183322155153
164,63,3,2,3.48387096774,0.00178571428571
164,86,3,3,13.4193548387,0.00280612244898
164,93,3,2,77.6774193548,0.0464733300407
164,98,3,2,58.9677419355,0.0799309024309
164,102,3,2,2.83870967742,0.0023422826207
164,104,3,3,7.93548387097,0.002787515006
164,105,3,2,3.48387096774,0.00178571428571
164,108,3,3,66.1290322581,0.0649955558505
164,109,3,3,56.7096774194,0.037297330602
164,112,3,2,2.96774193548,0.000841638981174
164,113,3,2,1.29032258065,0.000418871252205
164,114,3,2,20.3225806452,0.00920483388264
164,115,3,6,376.258064516,0.0797377268122
164,116,3,3,71.935483871,0.097572486348
164,117,3,2,65.1612903226,0.133926058108
164,118,3,2,14.4516129032,0.00714734950584
164,119,3,2,13.2258064516,0.0113775113775
164,122,3,3,14.064516129,0.0174920317777
164,123,3,2,3.22580645161,0.00469025573192
164,124,3,3,71.935483871,0.0709405768079
164,127,3,2,24.3870967742,0.0128571428571
164,129,3,2,65.1612903226,0.133926058108
164,138,3,3,26.8387096774,0.0137330492144
164,142,3,3,78.3225806452,0.108078008535
164,143,3,3,62.6451612903,0.0468166427672
164,149,3,2,7.22580645161,0.0216049382716
164,155,3,2,6.77419354839,0.00508231134681
164,162,3,2,2.83870967742,0.0023422826207
164,178,3,2,55.2258064516,0.0285308123249
164,184,3,2,3.09677419355,0.0010060362173
164,196,3,2,67.0967741935,0.170328391591
164,199,3,2,19.8064516129,0.0143429816371
164,202,3,3,13.935483871,0.00362173038229
164,206,3,2,9.61290322581,0.0028138833471
164,213,3,3,42.0,0.00934090048639
164,217,3,3,39.7741935484,0.0372280146926
164,224,3,2,1.29032258065,0.000418871252205
164,236,3,2,5.29032258065,0.00451940035273
164,239,3,2,1.22580645161,0.000401428939712
164,249,3,2,57.935483871,0.113543686705
164,254,3,2,15.1612903226,0.0071433688455
164,257,3,2,3.48387096774,0.00178571428571
164,264,3,2,39.7419354839,0.0160151622838
164,281,3,2,67.0967741935,0.170328391591
165,35,4,2,2.93087557604,0.000599392169632
165,50,4,2,22.0460829493,0.0138642554918
165,63,4,2,3.46543778802,0.00117936364549
165,86,4,3,13.4838709677,0.00212788259958
165,93,4,2,38.1013824885,0.0103198689082
165,98,4,2,24.0368663594,0.0254715734933
165,102,4,2,4.26728110599,0.00144972593492
165,104,4,3,8.55299539171,0.00202837557787
165,105,4,2,3.46543778802,0.00117936364549
165,108,4,3,43.5760368664,0.0223007844864
165,109,4,3,25.7695852535,0.0136261530009
165,112,4,2,2.93087557604,0.000599392169632
165,113,4,2,1.51152073733,0.000377716997335
165,114,4,2,17.9907834101,0.00456185260164
165,115,4,6,376.400921659,0.0546693370888
165,116,4,3,54.6728110599,0.0360270241029
165,117,4,2,44.3870967742,0.0457422018117
165,118,4,2,23.3917050691,0.0268237459733
165,119,4,2,13.7788018433,0.00860456416012
165,122,4,3,9.77880184332,0.002446183747
165,123,4,2,1.51152073733,0.000377716997335
165,124,4,3,50.6912442396,0.0268774661051
165,127,4,2,24.2580645161,0.00849141824752
165,129,4,2,44.3870967742,0.0457422018117
165,138,4,3,32.5115207373,0.0121196615885
165,142,4,3,60.2580645161,0.0360280185657
165,143,4,3,36.1290322581,0.016176392862
165,149,4,2,5.51152073733,0.00341792409694
165,155,4,2,8.26728110599,0.00513878147289
165,162,4,2,2.88479262673,0.00120109369866
165,178,4,2,54.9124423963,0.0188347724817
165,184,4,2,10.1751152074,0.00569500108147
165,196,4,2,50.7465437788,0.0605789883375
165,199,4,2,27.8525345622,0.0415062507749
165,202,4,3,13.8617511521,0.00239194880212
165,206,4,2,9.45622119816,0.00213566327447
165,213,4,3,41.7142857143,0.00628221619567
165,217,4,3,37.8709677419,0.00838917257496
165,224,4,2,3.07834101382,0.00248619893606
165,236,4,2,4.58986175115,0.00304583904893
165,239,4,2,1.46543778802,0.000327848771312
165,249,4,2,38.930875576,0.016046339783
165,254,4,2,15.0599078341,0.00420070055466
165,257,4,2,3.46543778802,0.00117936364549
165,264,4,2,39.4470046083,0.0106392907489
165,281,4,2,50.7465437788,0.0605789883375
177,35,2,2,2.83870967742,0.00200638394893
177,50,2,2,22.3225806452,0.0626166386316
177,63,2,2,1.41935483871,0.000998547567175
177,86,2,3,7.09677419355,0.00254347021828
177,93,2,2,40.6451612903,0.0254784871441
177,98,2,2,40.7741935484,0.041491010475
177,102,2,2,5.87096774194,0.0114161955297
177,104,2,3,2.83870967742,0.00102068634941
177,105,2,2,1.41935483871,0.000998547567175
177,108,2,3,51.4193548387,0.04853935787
177,109,2,3,37.4838709677,0.0182679646966
177,112,2,2,2.83870967742,0.00200638394893
177,113,2,2,2.58064516129,0.00330098369314
177,114,2,2,2.64516129032,0.000476759735499
177,115,2,6,162.580645161,0.049698191216
177,116,2,3,57.0967741935,0.0814676104974
177,117,2,2,52.1290322581,0.102370728856
177,118,2,2,7.09677419355,0.00508694043655
177,119,2,2,16.4516129032,0.0540368722187
177,122,2,3,12.4516129032,0.0165298159951
177,123,2,2,2.58064516129,0.00330098369314
177,124,2,3,52.1290322581,0.0528945278754
177,127,2,2,9.93548387097,0.00718954248366
177,129,2,2,52.1290322581,0.102370728856
177,138,2,3,10.1935483871,0.00301008334024
177,142,2,3,66.2580645161,0.0922402968745
177,143,2,3,45.0322580645,0.0292084482495
177,149,2,2,6.58064516129,0.0214646464646
177,155,2,2,2.12903225806,0.00150129657431
177,162,2,2,1.87096774194,0.00115940350689
177,178,2,2,24.1290322581,0.0183333333333
177,184,2,2,5.67741935484,0.00405044646967
177,196,2,2,55.6774193548,0.140439434576
177,199,2,2,6.38709677419,0.00456747404844
177,202,2,3,5.67741935484,0.00202522323483
177,206,2,2,12.064516129,0.0087929656275
177,213,2,3,10.0,0.00280531793137
177,217,2,3,26.7741935484,0.029725935651
177,224,2,2,1.41935483871,0.000998547567175
177,236,2,2,1.41935483871,0.000998547567175
177,239,2,2,2.12903225806,0.00150129657431
177,249,2,2,45.5483870968,0.0837554410219
177,254,2,2,7.8064516129,0.00560886293051
177,257,2,2,1.41935483871,0.000998547567175
177,264,2,2,10.7096774194,0.00381836361863
177,281,2,2,55.6774193548,0.140439434576
179,35,4,2,0.921658986175,0.000189533936051
179,50,4,2,7.48387096774,0.0217332246672
