HA site,NA site,N alleles HA,N alleles NA,Chi,ChiSqDf
91,68,2,2,39.6129032258,0.0460543354081
91,69,2,2,14.5253456221,0.00981282427711
91,71,2,2,43.4470046083,0.0373516824393
91,76,2,2,0.534562211982,8.41878247388e-05
91,89,2,2,50.2488479263,0.0547224731507
91,95,2,2,3.46543778802,0.00353809093646
91,121,2,2,5.19815668203,0.00531944994624
91,126,2,3,285.3640553,0.248849991841
91,129,2,2,0.534562211982,8.41878247388e-05
91,133,2,2,2.80184331797,0.00154545258737
91,148,2,2,0.534562211982,8.41878247388e-05
91,149,2,2,331.723502304,0.598090667073
91,154,2,2,4.53456221198,0.00605791962175
91,158,2,2,4.53456221198,0.00605791962175
91,170,2,2,5.19815668203,0.00531944994624
91,187,2,2,186.082949309,0.218360824112
91,192,2,2,4.53456221198,0.00605791962175
91,199,2,2,369.732718894,0.738978910139
91,200,2,3,57.1797235023,0.0314549401093
91,203,2,2,41.1797235023,0.0326193317741
91,205,2,2,123.023041475,0.14947703196
91,211,2,2,5.19815668203,0.00531944994624
91,220,2,3,224.460829493,0.194687801638
91,221,2,2,190.599078341,0.259460002007
91,236,2,2,255.834101382,0.376249363824
91,245,2,2,206.322580645,0.34715588363
91,251,2,3,17.3087557604,0.00817480816292
91,269,2,2,3.46543778802,0.00353809093646
91,272,2,3,46.7834101382,0.0253490741296
91,296,2,3,3.87096774194,0.000861475740673
91,321,2,3,285.898617512,0.234382083598
91,330,2,3,195.668202765,0.137037802633
91,340,2,2,3.33640552995,0.00132098196447
91,343,2,4,41.5852534562,0.0220892636155
91,346,2,4,21.0506912442,0.00864961914476
91,361,2,2,15.5944700461,0.0161836441894
91,362,2,2,3.46543778802,0.00353809093646
91,374,2,3,336.940092166,0.308006689122
91,379,2,2,31.5760368664,0.0164747964785
91,385,2,2,38.1198156682,0.0408082721604
91,390,2,3,343.078341014,0.324369295811
91,392,2,2,3.46543778802,0.00353809093646
91,396,2,4,34.4147465438,0.0167826383015
91,397,2,3,342.67281106,0.319036877389
91,403,2,2,16.4055299539,0.0179108257499
91,417,2,2,3.46543778802,0.00353809093646
91,445,2,3,4.53456221198,0.0047766741893
91,446,2,2,0.534562211982,8.41878247388e-05
91,464,2,2,50.9861751152,0.0221102519425
91,465,2,2,3.46543778802,0.00353809093646
96,26,2,2,0.405529953917,4.80794065173e-05
96,27,2,2,70.6728110599,0.0706874213128
96,34,2,2,25.1612903226,0.0271966527197
96,35,2,2,9.62211981567,0.00686228733845
96,39,2,2,6.60829493088,0.00853114402998
96,44,2,3,21.5115207373,0.00724517219182
96,45,2,3,18.1474654378,0.00880393152914
96,47,2,2,6.60829493088,0.00853114402998
96,48,2,2,5.39170506912,0.0056791154171
96,50,2,4,17.9723502304,0.00916212414001
96,51,2,3,94.4423963134,0.0569062145512
96,52,2,2,1.39170506912,0.00037837536891
96,53,2,3,39.6497695853,0.028210259209
96,59,2,3,4.40552995392,0.00470445580497
96,61,2,2,52.1198156682,0.0584224391756
96,68,2,2,38.2580645161,0.042628849139
96,69,2,2,15.3640552995,0.0108946489083
96,71,2,2,17.5115207373,0.00602141635989
96,76,2,2,0.405529953917,4.80794065173e-05
96,89,2,2,24.1198156682,0.0125118610256
96,95,2,2,3.59447004608,0.00377731287773
96,121,2,2,5.39170506912,0.0056791154171
96,126,2,3,296.138248848,0.261964585067
96,129,2,2,0.405529953917,4.80794065173e-05
96,133,2,2,2.60829493088,0.0013290515732
96,148,2,2,0.405529953917,4.80794065173e-05
96,149,2,2,346.755760369,0.648518477384
96,154,2,2,4.40552995392,0.0056742640076
96,158,2,2,4.40552995392,0.0056742640076
96,170,2,2,5.39170506912,0.0056791154171
96,187,2,2,205.373271889,0.263942819381
96,192,2,2,4.40552995392,0.0056742640076
96,199,2,2,383.797235023,0.79016975541
96,200,2,3,59.3087557604,0.0335736885396
96,203,2,2,15.3087557604,0.0044735102843
96,205,2,2,127.603686636,0.159583664719
96,211,2,2,5.39170506912,0.0056791154171
96,220,2,3,218.073732719,0.182650131221
96,221,2,2,197.695852535,0.277002944367
96,236,2,2,273.253456221,0.425942209542
96,245,2,2,200.451612903,0.325170068027
96,251,2,3,16.2857142857,0.0109495669677
96,269,2,2,3.59447004608,0.00377731287773
96,272,2,3,48.5253456221,0.0270630082346
96,296,2,3,11.4193548387,0.00639691911384
96,321,2,3,296.543778802,0.250229425581
96,330,2,3,188.506912442,0.126475349666
96,340,2,2,3.01382488479,0.00106963522477
96,343,2,4,39.5391705069,0.0211942860699
96,346,2,4,29.4470046083,0.0169310595569
96,361,2,2,16.1751152074,0.0172778734925
96,362,2,2,3.59447004608,0.00377731287773
96,374,2,3,322.230414747,0.279574031273
96,379,2,2,6.09216589862,0.000608567427796
96,385,2,2,39.5391705069,0.0435674533859
96,390,2,3,355.852534562,0.345001373046
96,392,2,2,3.59447004608,0.00377731287773
96,396,2,4,37.2718894009,0.01706266135
96,397,2,3,328.02764977,0.301070942077
96,403,2,2,15.8248847926,0.0165377582281
96,417,2,2,3.59447004608,0.00377731287773
96,445,2,3,4.40552995392,0.00470445580497
96,446,2,2,0.405529953917,4.80794065173e-05
96,464,2,2,45.4377880184,0.0174254351057
96,465,2,2,3.59447004608,0.00377731287773
102,26,2,2,0.0552995391705,3.22248002062e-05
102,27,2,2,1.27188940092,0.000825220656828
102,34,2,2,0.387096774194,0.000232018561485
102,35,2,2,0.221198156682,0.000130714682527
102,39,2,2,0.0829493087557,4.84493515862e-05
102,44,2,3,0.940092165899,0.000295823665893
102,45,2,3,0.52534562212,0.000159338048249
102,47,2,2,0.0829493087557,4.84493515862e-05
102,48,2,2,0.0829493087557,4.84493515862e-05
102,50,2,4,0.414746543779,8.30615375244e-05
102,51,2,3,1.6866359447,0.000569160814366
102,52,2,2,0.0829493087557,4.84493515862e-05
102,53,2,3,0.552995391705,0.00016812939238
102,59,2,3,0.110599078341,3.23746829979e-05
102,61,2,2,0.801843317972,0.00049841024319
102,68,2,2,3.41935483871,0.0122738255972
102,69,2,2,0.359447004608,0.000214934059333
102,71,2,2,0.884792626728,0.00055407417668
102,76,2,2,0.0552995391705,3.22248002062e-05
102,89,2,2,0.801843317972,0.00049841024319
102,95,2,2,0.0552995391705,3.22248002062e-05
102,121,2,2,0.0829493087557,4.84493515862e-05
102,126,2,3,4.61751152074,0.00433694882412
102,129,2,2,0.0552995391705,3.22248002062e-05
102,133,2,2,0.0829493087557,4.84493515862e-05
102,148,2,2,0.0552995391705,3.22248002062e-05
102,149,2,2,2.44239631336,0.00115968821702
102,154,2,2,0.0552995391705,3.22248002062e-05
102,158,2,2,0.0552995391705,3.22248002062e-05
102,170,2,2,0.0829493087557,4.84493515862e-05
102,187,2,2,3.73271889401,0.00314272633449
102,192,2,2,3.94470046083,0.163974105583
102,199,2,2,6.02764976959,0.00702500644496
102,200,2,3,0.967741935484,0.000305287580901
102,203,2,2,0.912442396313,0.000572813904913
102,205,2,2,1.96313364055,0.00136143122855
102,211,2,2,0.0829493087557,4.84493515862e-05
102,220,2,3,1.26267281106,0.000243059309658
102,221,2,2,3.04147465438,0.00236315201512
102,236,2,2,0.534562211982,5.87556790752e-05
102,245,2,2,1.48387096774,0.000642270115257
102,251,2,3,1.10599078341,0.000353327758606
102,269,2,2,0.0552995391705,3.22248002062e-05
102,272,2,3,0.746543778802,0.000230878421134
102,296,2,3,0.193548387097,5.70537446274e-05
102,321,2,3,4.56221198157,0.00213474327017
102,330,2,3,0.930875576037,0.000129508859207
102,340,2,2,0.138248847926,8.11253711486e-05
102,343,2,4,0.967741935484,0.000203525053934
102,346,2,4,0.774193548387,0.000160012801024
102,361,2,2,0.248847926267,0.000147400027296
102,362,2,2,0.0552995391705,3.22248002062e-05
102,374,2,3,5.75115207373,0.00320308810546
102,379,2,2,1.07834101382,0.000687244853006
102,385,2,2,0.608294930876,0.000371680219854
102,390,2,3,5.97235023041,0.00344834926244
102,392,2,2,0.0552995391705,3.22248002062e-05
102,396,2,4,0.995391705069,0.000209866035514
102,397,2,3,1.72350230415,0.00043603135828
102,403,2,2,0.248847926267,0.000147400027296
102,417,2,2,0.0552995391705,3.22248002062e-05
102,445,2,3,0.110599078341,3.23746829979e-05
102,446,2,2,0.0552995391705,3.22248002062e-05
102,464,2,2,2.37788018433,0.00172013761101
102,465,2,2,0.0552995391705,3.22248002062e-05
103,26,2,2,0.239631336406,0.000142957684525
103,27,2,2,10.4884792627,0.01325774064
103,34,2,2,1.67741935484,0.00102929532858
103,35,2,2,0.958525345622,0.000579884692159
103,39,2,2,7.64055299539,0.0971147257528
103,44,2,3,28.1658986175,0.0663370180888
103,45,2,3,2.80184331797,0.00228327892238
103,47,2,2,0.359447004608,0.000214934059333
103,48,2,2,0.359447004608,0.000214934059333
103,50,2,4,1.79723502304,0.000368482814528
103,51,2,3,24.6912442396,0.156944366276
103,52,2,2,0.359447004608,0.000214934059333
103,53,2,3,2.39631336406,0.000745866180132
103,59,2,3,0.479262672811,0.000143622603988
103,61,2,2,3.47465437788,0.00221107885399
103,68,2,2,1.48387096774,0.000546080863324
103,69,2,2,10.4423963134,0.0428557325868
103,71,2,2,28.1658986175,0.132649378723
103,76,2,2,0.239631336406,0.000142957684525
103,89,2,2,28.5253456221,0.149019409265
103,95,2,2,0.239631336406,0.000142957684525
103,121,2,2,0.359447004608,0.000214934059333
103,126,2,3,16.0829493088,0.00655449319628
103,129,2,2,0.239631336406,0.000142957684525
103,133,2,2,0.359447004608,0.000214934059333
103,148,2,2,0.239631336406,0.000142957684525
103,149,2,2,23.9170506912,0.0262722517958
103,154,2,2,0.239631336406,0.000142957684525
103,158,2,2,0.239631336406,0.000142957684525
103,170,2,2,0.359447004608,0.000214934059333
103,187,2,2,15.8248847926,0.0133447421097
103,192,2,2,0.239631336406,0.000142957684525
103,199,2,2,22.1198156682,0.0223504767077
103,200,2,3,4.1935483871,0.00135433595866
103,203,2,2,28.0460829493,0.127855714655
103,205,2,2,8.5069124424,0.00603966680408
103,211,2,2,0.359447004608,0.000214934059333
103,220,2,3,8.34101382488,0.00221026000891
103,221,2,2,13.1797235023,0.0104835635319
103,236,2,2,16.3502304147,0.0129859632843
103,245,2,2,6.90322580645,0.00328399641913
103,251,2,3,20.2857142857,0.035535777388
103,269,2,2,0.239631336406,0.000142957684525
103,272,2,3,3.23502304147,0.00102423736628
103,296,2,3,7.52073732719,0.0354452408695
103,321,2,3,19.7695852535,0.0094702822983
103,330,2,3,9.65898617512,0.00275990406632
103,340,2,2,0.599078341014,0.000359893471532
103,343,2,4,5.12442396313,0.0121408921259
103,346,2,4,26.202764977,0.0783979591908
103,361,2,2,1.07834101382,0.00065390526757
103,362,2,2,0.239631336406,0.000142957684525
103,374,2,3,7.31797235023,0.00126473606923
103,379,2,2,27.3271889401,0.104270689318
103,385,2,2,2.63594470046,0.00164887115744
103,390,2,3,21.8801843318,0.0109511070962
103,392,2,2,0.239631336406,0.000142957684525
103,396,2,4,7.76036866359,0.050608729132
103,397,2,3,28.1658986175,0.068225594448
103,403,2,2,1.07834101382,0.00065390526757
103,417,2,2,0.239631336406,0.000142957684525
103,445,2,3,0.479262672811,0.000143622603988
103,446,2,2,0.239631336406,0.000142957684525
103,464,2,2,10.3041474654,0.00763098260846
103,465,2,2,0.239631336406,0.000142957684525
123,26,2,2,0.442396313364,0.000271002710027
123,27,2,2,6.17511520737,0.00255602413151
123,34,2,2,3.09677419355,0.0019512195122
123,35,2,2,1.76958525346,0.00109927859842
123,39,2,2,0.663594470046,0.000407447229925
123,44,2,3,7.52073732719,0.00248780487805
123,45,2,3,4.20276497696,0.00133999412283
123,47,2,2,0.663594470046,0.000407447229925
123,48,2,2,0.663594470046,0.000407447229925
123,50,2,4,3.31797235023,0.000698527271669
123,51,2,3,13.4930875576,0.00478650362911
123,52,2,2,0.663594470046,0.000407447229925
123,53,2,3,4.42396313364,0.00141392718275
123,59,2,3,0.884792626728,0.000272263187748
123,61,2,2,6.41474654378,0.00419150858175
123,68,2,2,27.3548387097,0.103219879656
123,69,2,2,2.87557603687,0.00180754301605
123,71,2,2,7.07834101382,0.00465962868584
123,76,2,2,0.442396313364,0.000271002710027
123,89,2,2,6.41474654378,0.00419150858175
123,95,2,2,0.442396313364,0.000271002710027
123,121,2,2,0.663594470046,0.000407447229925
123,126,2,3,84.4792626728,0.313942686621
123,129,2,2,0.442396313364,0.000271002710027
123,133,2,2,0.663594470046,0.000407447229925
123,148,2,2,0.442396313364,0.000271002710027
123,149,2,2,51.5391705069,0.0678558427375
123,154,2,2,3.55760368664,0.0175253124059
123,158,2,2,0.442396313364,0.000271002710027
123,170,2,2,0.663594470046,0.000407447229925
123,187,2,2,29.8617511521,0.0264295619545
123,192,2,2,7.55760368664,0.0790895061728
123,199,2,2,48.2211981567,0.0590785907859
123,200,2,3,7.74193548387,0.00256739409499
123,203,2,2,7.29953917051,0.00481722522961
123,205,2,2,15.7050691244,0.0114493045757
123,211,2,2,0.663594470046,0.000407447229925
123,220,2,3,74.1013824885,0.0990391722099
123,221,2,2,24.331797235,0.0198735320687
123,236,2,2,59.7235023041,0.0963712076145
123,245,2,2,71.8709677419,0.197986624293
123,251,2,3,8.84792626728,0.00297140027238
123,269,2,2,0.442396313364,0.000271002710027
123,272,2,3,5.97235023041,0.00194163120992
123,296,2,3,10.4516129032,0.0284246023813
123,321,2,3,36.4976958525,0.017952670233
123,330,2,3,71.4470046083,0.0851680949242
123,340,2,2,6.89400921659,0.0265082343131
123,343,2,4,7.74193548387,0.00171159606333
123,346,2,4,6.1935483871,0.0013456686291
123,361,2,2,1.99078341014,0.00123959827834
123,362,2,2,0.442396313364,0.000271002710027
123,374,2,3,46.0092165899,0.0269371897259
123,379,2,2,4.6267281106,0.0016624578125
123,385,2,2,4.866359447,0.00312573999526
123,390,2,3,47.7788018433,0.0289997762363
123,392,2,2,0.442396313364,0.000271002710027
123,396,2,4,3.96313364055,0.000641347546223
123,397,2,3,45.7880184332,0.0266895884818
123,403,2,2,22.0092165899,0.151510282162
123,417,2,2,0.442396313364,0.000271002710027
123,445,2,3,0.884792626728,0.000272263187748
123,446,2,2,3.55760368664,0.0175253124059
123,464,2,2,19.0230414747,0.0144659377628
123,465,2,2,0.442396313364,0.000271002710027
131,26,4,2,2.30414746544,0.00100161233917
131,27,4,2,77.8248847926,0.0846076599212
131,34,4,2,26.1935483871,0.00976430976431
131,35,4,2,5.76958525346,0.00102229298251
131,39,4,2,9.45622119816,0.00862503782911
131,44,4,3,41.6958525346,0.0535690094631
131,45,4,3,19.5483870968,0.00326963213421
131,47,4,2,9.20737327189,0.00764972088856
131,48,4,2,5.61290322581,0.00203895099487
131,50,4,4,46.3686635945,0.114300022765
131,51,4,3,103.253456221,0.0460098748085
131,52,4,2,2.8202764977,0.000724975823182
131,53,4,3,56.1843317972,0.024392846462
131,59,4,3,7.32718894009,0.00353936592561
131,61,4,2,50.2580645161,0.0180697343061
131,68,4,2,58.1935483871,0.0487910147348
131,69,4,2,16.3225806452,0.00459963774561
131,71,4,2,41.9170506912,0.103289683554
131,76,4,2,2.13824884793,0.000839435795431
131,89,4,2,37.3271889401,0.113102801386
131,95,4,2,3.74193548387,0.00135615413393
131,121,4,2,5.61290322581,0.00203895099487
131,126,4,3,321.843317972,0.129863284121
131,129,4,2,2.13824884793,0.000839435795431
131,133,4,2,5.45622119816,0.00302870665021
131,148,4,2,2.30414746544,0.00100161233917
131,149,4,2,359.935483871,0.235937086471
131,154,4,2,2.30414746544,0.00100161233917
131,158,4,2,6.13824884793,0.00508800880088
131,170,4,2,5.61290322581,0.00203895099487
131,187,4,2,223.419354839,0.11258004532
131,192,4,2,6.30414746544,0.00573671497585
131,199,4,2,395.870967742,0.278665663005
131,200,4,3,62.7649769585,0.0125510915598
131,203,4,2,40.9769585253,0.10014459599
131,205,4,2,132.838709677,0.0572947101873
131,211,4,2,5.61290322581,0.00203895099487
131,220,4,3,220.082949309,0.0720814555169
131,221,4,2,205.806451613,0.099451303155
131,236,4,2,289.161290323,0.175193763485
131,245,4,2,202.129032258,0.121290773148
131,251,4,3,75.0460829493,0.0629996957914
131,269,4,2,3.74193548387,0.00135615413393
131,272,4,3,50.5161290323,0.00971632789815
131,296,4,3,18.064516129,0.00732451918685
131,321,4,3,304.709677419,0.087537803336
131,330,4,3,190.69124424,0.0512615975555
131,340,4,2,3.76036866359,0.000882944279023
131,343,4,4,55.6912442396,0.0138766449306
131,346,4,4,41.4055299539,0.00945960143683
131,361,4,2,16.8387096774,0.00620320855615
131,362,4,2,3.74193548387,0.00135615413393
131,374,4,3,346.442396313,0.109456292794
131,379,4,2,55.33640553,0.088655389536
131,385,4,2,41.1612903226,0.0156418554477
131,390,4,3,378.912442396,0.139626020269
131,392,4,2,3.74193548387,0.00135615413393
131,396,4,4,54.5806451613,0.0122240600782
131,397,4,3,344.774193548,0.150698146051
131,403,4,2,24.3686635945,0.01941541014
131,417,4,2,3.74193548387,0.00135615413393
131,445,4,3,7.32718894009,0.00353936592561
131,446,4,2,2.30414746544,0.00100161233917
131,464,4,2,71.9447004608,0.0214194548007
131,465,4,2,3.74193548387,0.00135615413393
140,26,2,2,0.0552995391705,3.22248002062e-05
140,27,2,2,1.27188940092,0.000825220656828
140,34,2,2,0.387096774194,0.000232018561485
140,35,2,2,0.221198156682,0.000130714682527
140,39,2,2,0.0829493087557,4.84493515862e-05
140,44,2,3,0.940092165899,0.000295823665893
140,45,2,3,0.52534562212,0.000159338048249
140,47,2,2,0.0829493087557,4.84493515862e-05
140,48,2,2,0.0829493087557,4.84493515862e-05
140,50,2,4,7.91705069124,0.147126183601
140,51,2,3,1.6866359447,0.000569160814366
140,52,2,2,0.0829493087557,4.84493515862e-05
140,53,2,3,0.552995391705,0.00016812939238
140,59,2,3,0.110599078341,3.23746829979e-05
140,61,2,2,3.19815668203,0.00792879891297
140,68,2,2,0.58064516129,0.000353926619214
140,69,2,2,0.359447004608,0.000214934059333
140,71,2,2,0.884792626728,0.00055407417668
140,76,2,2,0.0552995391705,3.22248002062e-05
140,89,2,2,0.801843317972,0.00049841024319
140,95,2,2,0.0552995391705,3.22248002062e-05
140,121,2,2,0.0829493087557,4.84493515862e-05
140,126,2,3,1.55760368664,0.000405818318652
140,129,2,2,0.0552995391705,3.22248002062e-05
140,133,2,2,0.0829493087557,4.84493515862e-05
140,148,2,2,0.0552995391705,3.22248002062e-05
140,149,2,2,2.44239631336,0.00115968821702
140,154,2,2,0.0552995391705,3.22248002062e-05
140,158,2,2,0.0552995391705,3.22248002062e-05
140,170,2,2,0.0829493087557,4.84493515862e-05
140,187,2,2,3.73271889401,0.00314272633449
140,192,2,2,0.0552995391705,3.22248002062e-05
140,199,2,2,2.02764976959,0.000794944102947
140,200,2,3,0.967741935484,0.000305287580901
140,203,2,2,0.912442396313,0.000572813904913
140,205,2,2,1.96313364055,0.00136143122855
140,211,2,2,0.0829493087557,4.84493515862e-05
140,220,2,3,2.84792626728,0.00108298694107
140,221,2,2,3.04147465438,0.00236315201512
140,236,2,2,4.53456221198,0.00422789378706
140,245,2,2,2.51612903226,0.00184667834651
140,251,2,3,1.10599078341,0.000353327758606
140,269,2,2,0.0552995391705,3.22248002062e-05
140,272,2,3,0.746543778802,0.000230878421134
140,296,2,3,0.193548387097,5.70537446274e-05
140,321,2,3,0.58064516129,0.000180750381826
140,330,2,3,3.15207373272,0.00123984918794
140,340,2,2,0.138248847926,8.11253711486e-05
140,343,2,4,7.69585253456,0.0386455017057
140,346,2,4,0.774193548387,0.000160012801024
140,361,2,2,0.248847926267,0.000147400027296
140,362,2,2,0.0552995391705,3.22248002062e-05
140,374,2,3,1.75115207373,0.000304799708317
140,379,2,2,1.07834101382,0.000687244853006
140,385,2,2,0.608294930876,0.000371680219854
140,390,2,3,1.97235023041,0.000446721556153
140,392,2,2,0.0552995391705,3.22248002062e-05
140,396,2,4,0.995391705069,0.000209866035514
140,397,2,3,1.72350230415,0.00043603135828
140,403,2,2,0.248847926267,0.000147400027296
140,417,2,2,0.0552995391705,3.22248002062e-05
140,445,2,3,0.110599078341,3.23746829979e-05
140,446,2,2,0.0552995391705,3.22248002062e-05
140,464,2,2,2.37788018433,0.00172013761101
140,465,2,2,0.0552995391705,3.22248002062e-05
141,26,2,2,2.32258064516,0.00189393939394
141,27,2,2,49.4193548387,0.0415090506137
141,34,2,2,16.2580645161,0.0136363636364
141,35,2,2,5.29032258065,0.00249116754398
141,39,2,2,3.48387096774,0.00284750052731
141,44,2,3,29.1612903226,0.0154013347763
141,45,2,3,10.4516129032,0.00433226412142
141,47,2,2,3.48387096774,0.00284750052731
141,48,2,2,3.48387096774,0.00284750052731
141,50,2,4,13.935483871,0.00941911443105
141,51,2,3,70.8387096774,0.0334511333171
141,52,2,2,0.516129032258,6.24965822182e-05
141,53,2,3,23.2258064516,0.0098814229249
141,59,2,3,5.67741935484,0.00658411356086
141,61,2,2,33.6774193548,0.0292929292929
141,68,2,2,51.6129032258,0.0931720060049
141,69,2,2,15.0967741935,0.0126322608508
141,71,2,2,37.1612903226,0.0325644504749
141,76,2,2,1.67741935484,0.000987888140666
141,89,2,2,33.6774193548,0.0292929292929
141,95,2,2,2.32258064516,0.00189393939394
141,121,2,2,3.48387096774,0.00284750052731
141,126,2,3,189.935483871,0.184334339329
141,129,2,2,2.32258064516,0.00189393939394
141,133,2,2,3.48387096774,0.00284750052731
141,148,2,2,1.67741935484,0.000987888140666
141,149,2,2,214.580645161,0.298240988235
141,154,2,2,1.67741935484,0.000987888140666
141,158,2,2,5.67741935484,0.011316872428
141,170,2,2,3.48387096774,0.00284750052731
141,187,2,2,99.2258064516,0.0739916194022
141,192,2,2,5.67741935484,0.011316872428
141,199,2,2,249.161290323,0.399934723552
141,200,2,3,38.3225806452,0.0172208569765
141,203,2,2,38.3225806452,0.0336658354115
141,205,2,2,82.4516129032,0.080015026296
141,211,2,2,3.48387096774,0.00284750052731
141,220,2,3,281.032258065,0.361341075843
141,221,2,2,127.741935484,0.138888888889
141,236,2,2,205.548387097,0.289440133038
141,245,2,2,258.322580645,0.648526077098
141,251,2,3,46.4516129032,0.0207660359945
141,269,2,2,2.32258064516,0.00189393939394
141,272,2,3,31.3548387097,0.0135693544784
141,296,2,3,4.51612903226,0.00242453952934
141,321,2,3,191.612903226,0.125464684015
141,330,2,3,259.096774194,0.284128898582
141,340,2,2,6.1935483871,0.00542487815215
141,343,2,4,27.8709677419,0.0232409591033
141,346,2,4,32.5161290323,0.00940438871473
141,361,2,2,10.4516129032,0.00866310160428
141,362,2,2,2.32258064516,0.00189393939394
141,374,2,3,241.548387097,0.188254223652
141,379,2,2,41.2903225806,0.0335716791413
141,385,2,2,25.5483870968,0.0218446601942
141,390,2,3,250.838709677,0.202668890742
141,392,2,2,2.32258064516,0.00189393939394
141,396,2,4,37.8064516129,0.0101388022766
141,397,2,3,236.387096774,0.180372964564
141,403,2,2,17.5483870968,0.0244219977553
141,417,2,2,2.32258064516,0.00189393939394
141,445,2,3,2.32258064516,0.00143461189973
141,446,2,2,1.67741935484,0.000987888140666
141,464,2,2,96.1290322581,0.0936633442147
141,465,2,2,2.32258064516,0.00189393939394
142,26,2,2,0.036866359447,2.14334705075e-05
142,27,2,2,0.847926267281,0.000548873615884
142,34,2,2,0.258064516129,0.000154320987654
142,35,2,2,7.85253456221,0.246527777778
142,39,2,2,0.0552995391705,3.22248002062e-05
142,44,2,3,0.626728110599,0.000196759259259
142,45,2,3,0.350230414747,0.000105979473449
142,47,2,2,0.0552995391705,3.22248002062e-05
142,48,2,2,0.0552995391705,3.22248002062e-05
142,50,2,4,0.276497695853,5.52461769646e-05
142,51,2,3,1.12442396313,0.000378562208321
142,52,2,2,0.0552995391705,3.22248002062e-05
142,53,2,3,7.66820276498,0.0534979423868
142,59,2,3,0.0737327188941,2.1533161068e-05
142,61,2,2,0.534562211982,0.00033150434385
142,68,2,2,0.387096774194,0.000235404896422
142,69,2,2,0.239631336406,0.000142957684525
142,71,2,2,0.589861751152,0.000368527731712
142,76,2,2,0.036866359447,2.14334705075e-05
142,89,2,2,0.534562211982,0.00033150434385
142,95,2,2,0.036866359447,2.14334705075e-05
142,121,2,2,0.0552995391705,3.22248002062e-05
142,126,2,3,3.70506912442,0.00199690033381
142,129,2,2,0.036866359447,2.14334705075e-05
142,133,2,2,0.0552995391705,3.22248002062e-05
142,148,2,2,0.036866359447,2.14334705075e-05
142,149,2,2,4.29493087558,0.00536668509305
142,154,2,2,0.036866359447,2.14334705075e-05
142,158,2,2,0.036866359447,2.14334705075e-05
142,170,2,2,0.0552995391705,3.22248002062e-05
142,187,2,2,5.51152073733,0.0102537722908
142,192,2,2,0.036866359447,2.14334705075e-05
142,199,2,2,4.01843317972,0.00467249657064
142,200,2,3,0.645161290323,0.000203053931124
142,203,2,2,0.608294930876,0.000380991964533
142,205,2,2,1.30875576037,0.000905519844914
142,211,2,2,0.0552995391705,3.22248002062e-05
142,220,2,3,1.89861751152,0.000720320017903
142,221,2,2,2.02764976959,0.00157178783722
142,236,2,2,4.97695852535,0.00762195121951
142,245,2,2,1.67741935484,0.00122826908541
142,251,2,3,0.73732718894,0.000235006580184
142,269,2,2,0.036866359447,2.14334705075e-05
142,272,2,3,0.497695852535,0.000153562653563
142,296,2,3,0.129032258064,3.79477838494e-05
142,321,2,3,3.04147465438,0.00141986782321
142,330,2,3,2.10138248848,0.000824652777778
142,340,2,2,0.0921658986175,5.39583872917e-05
142,343,2,4,0.645161290323,0.000135369287416
142,346,2,4,0.516129032258,0.000106428267348
142,361,2,2,0.165898617512,9.80392156863e-05
142,362,2,2,0.036866359447,2.14334705075e-05
142,374,2,3,3.83410138249,0.0021304490331
142,379,2,2,0.718894009217,0.000457102672293
142,385,2,2,0.405529953917,0.00024721323265
142,390,2,3,7.66820276498,0.0534979423868
142,392,2,2,0.036866359447,2.14334705075e-05
142,396,2,4,7.55760368664,0.0263631687243
142,397,2,3,3.81566820276,0.00211086637298
142,403,2,2,0.165898617512,9.80392156863e-05
142,417,2,2,0.036866359447,2.14334705075e-05
142,445,2,3,0.0737327188941,2.1533161068e-05
142,446,2,2,0.036866359447,2.14334705075e-05
142,464,2,2,1.58525345622,0.00114410387399
142,465,2,2,0.036866359447,2.14334705075e-05
143,26,2,2,0.0737327188941,4.30663221361e-05
143,27,2,2,1.69585253456,0.00110285303285
143,34,2,2,0.516129032258,0.00031007751938
143,35,2,2,0.294930875576,0.000174691560214
143,39,2,2,0.110599078341,6.47493659958e-05
143,44,2,3,1.2534562212,0.000395348837209
143,45,2,3,0.700460829493,0.000212944802466
143,47,2,2,0.110599078341,6.47493659958e-05
143,48,2,2,0.110599078341,6.47493659958e-05
143,50,2,4,0.552995391705,0.000111006271854
143,51,2,3,2.24884792627,0.000760645925556
143,52,2,2,0.110599078341,6.47493659958e-05
143,53,2,3,0.73732718894,0.000224693854623
143,59,2,3,0.147465437788,4.32666306111e-05
143,61,2,2,1.06912442396,0.000666092449038
143,68,2,2,0.774193548387,0.000472999605834
143,69,2,2,0.479262672811,0.000287245207977
143,71,2,2,1.1797235023,0.00074048362837
143,76,2,2,0.0737327188941,4.30663221361e-05
143,89,2,2,1.06912442396,0.000666092449038
143,95,2,2,0.0737327188941,4.30663221361e-05
143,121,2,2,0.110599078341,6.47493659958e-05
143,126,2,3,9.84331797235,0.00743629021028
143,129,2,2,0.0737327188941,4.30663221361e-05
143,133,2,2,0.110599078341,6.47493659958e-05
143,148,2,2,0.0737327188941,4.30663221361e-05
143,149,2,2,7.41013824885,0.00802475296936
143,154,2,2,0.0737327188941,4.30663221361e-05
143,158,2,2,0.0737327188941,4.30663221361e-05
143,170,2,2,0.110599078341,6.47493659958e-05
143,187,2,2,4.97695852535,0.00420004666719
