NA site,NS1 site,N alleles NA,N alleles NS1,Chi,ChiSqDf
53,257,3,2,0.36866359447,0.000111826802648
53,264,3,2,5.89861751152,0.00192275338284
53,281,3,2,4.23963133641,0.00135171668018
59,35,3,2,0.147465437788,4.32666306111e-05
59,50,3,2,0.294930875576,8.7345780107e-05
59,63,3,2,0.0737327188941,2.1533161068e-05
59,86,3,3,0.36866359447,5.48486178148e-05
59,93,3,2,2.87557603687,0.00101907499347
59,98,3,2,1.62211981567,0.000524746571258
59,102,3,2,0.110599078341,3.23746829979e-05
59,104,3,3,0.331797235023,4.92476060192e-05
59,105,3,2,0.0737327188941,2.1533161068e-05
59,108,3,3,1.14285714286,0.000178890876565
59,109,3,3,1.65898617512,0.000269026125426
59,112,3,2,0.147465437788,4.32666306111e-05
59,113,3,2,0.0737327188941,2.1533161068e-05
59,114,3,2,0.552995391705,0.000166509407782
59,115,3,6,5.71428571429,0.00123055740808
59,116,3,3,0.995391705069,0.000154276898463
59,117,3,2,1.03225806452,0.000320769847634
59,118,3,2,0.36866359447,0.00010969723563
59,119,3,2,0.184331797235,5.42093565349e-05
59,122,3,3,0.184331797235,2.71046782675e-05
59,123,3,2,0.0737327188941,2.1533161068e-05
59,124,3,3,1.40092165899,0.000223161851069
59,127,3,2,0.516129032258,0.00015503875969
59,129,3,2,1.03225806452,0.000320769847634
59,138,3,3,0.73732718894,0.000112346927312
59,142,3,3,0.921658986175,0.000142150452038
59,143,3,3,8.3133640553,0.250112147326
59,149,3,2,0.0737327188941,2.1533161068e-05
59,155,3,2,0.110599078341,3.23746829979e-05
59,162,3,2,0.110599078341,3.23746829979e-05
59,178,3,2,1.2534562212,0.000395348837209
59,184,3,2,0.294930875576,8.7345780107e-05
59,196,3,2,0.847926267281,0.000260284049114
59,199,3,2,0.331797235023,9.84952120383e-05
59,202,3,3,0.294930875576,4.36728900535e-05
59,206,3,2,0.626728110599,0.000189615749261
59,213,3,3,1.14285714286,0.000178890876565
59,217,3,3,7.97235023041,0.0616814009798
59,224,3,2,0.0737327188941,2.1533161068e-05
59,236,3,2,0.0737327188941,2.1533161068e-05
59,239,3,2,0.110599078341,3.23746829979e-05
59,249,3,2,0.958525345622,0.000296397628819
59,254,3,2,7.79723502304,0.0890558229499
59,257,3,2,0.0737327188941,2.1533161068e-05
59,264,3,2,1.1797235023,0.000370241814185
59,281,3,2,0.847926267281,0.000260284049114
61,35,2,2,1.06912442396,0.000666092449038
61,50,2,2,2.13824884793,0.00134469367646
61,63,2,2,7.46543778802,0.0646551724138
61,86,2,3,2.67281105991,0.000844397856976
61,93,2,2,16.8479262673,0.0102460096605
61,98,2,2,64.2396313364,0.241043403879
61,102,2,2,0.801843317972,0.00049841024319
61,104,2,3,2.40552995392,0.000758169934641
61,105,2,2,0.534562211982,0.00033150434385
61,108,2,3,8.28571428571,0.00275403608737
61,109,2,3,64.5069124424,0.124059153629
61,112,2,2,1.06912442396,0.000666092449038
61,113,2,2,0.534562211982,0.00033150434385
61,114,2,2,4.00921658986,0.00256342261116
61,115,2,6,107.179723502,0.174021698466
61,116,2,3,7.21658986175,0.0023751023751
61,117,2,2,7.48387096774,0.00493827160494
61,118,2,2,2.67281105991,0.00168879571395
61,119,2,2,1.33640552995,0.000834556390112
61,122,2,3,1.33640552995,0.000417278195056
61,123,2,2,0.534562211982,0.00033150434385
61,124,2,3,10.1566820276,0.00343559047263
61,127,2,2,3.74193548387,0.00238683127572
61,129,2,2,7.48387096774,0.00493827160494
61,138,2,3,5.34562211982,0.00172958788096
61,142,2,3,6.68202764977,0.00218841498385
61,143,2,3,10.6912442396,0.00363476844018
61,149,2,2,0.534562211982,0.00033150434385
61,155,2,2,0.801843317972,0.00049841024319
61,162,2,2,0.801843317972,0.00049841024319
61,178,2,2,9.08755760369,0.00608641975309
61,184,2,2,1.86175115207,0.00101941291569
61,196,2,2,6.14746543779,0.00400708900303
61,199,2,2,2.40552995392,0.00151633986928
61,202,2,3,2.13824884793,0.000672346838231
61,206,2,2,4.54377880184,0.00291914616455
61,213,2,3,8.28571428571,0.00275403608737
61,217,2,3,5.61290322581,0.00182046453233
61,224,2,2,0.534562211982,0.00033150434385
61,236,2,2,0.534562211982,0.00033150434385
61,239,2,2,0.801843317972,0.00049841024319
61,249,2,2,6.94930875576,0.00456305979182
61,254,2,2,2.9400921659,0.00186206695269
61,257,2,2,0.534562211982,0.00033150434385
61,264,2,2,67.4470046083,0.354450634228
61,281,2,2,6.14746543779,0.00400708900303
68,35,2,2,0.774193548387,0.000472999605834
68,50,2,2,1.54838709677,0.000954881833373
68,63,2,2,0.387096774194,0.000235404896422
68,86,2,3,1.93548387097,0.000599616245603
68,93,2,2,15.0967741935,0.0111407350981
68,98,2,2,8.51612903226,0.00573663624511
68,102,2,2,0.58064516129,0.000353926619214
68,104,2,3,1.74193548387,0.000538384845464
68,105,2,2,0.387096774194,0.000235404896422
68,108,2,3,6.0,0.0019556714472
68,109,2,3,8.70967741935,0.00294104832033
68,112,2,2,0.774193548387,0.000472999605834
68,113,2,2,0.387096774194,0.000235404896422
68,114,2,2,2.90322580645,0.00182031471219
68,115,2,6,35.1612903226,0.0243379855588
68,116,2,3,5.22580645161,0.00168658643235
68,117,2,2,5.41935483871,0.00350672121566
68,118,2,2,6.06451612903,0.0117737981025
68,119,2,2,0.967741935484,0.000592627711272
68,122,2,3,0.967741935484,0.000296313855636
68,123,2,2,0.387096774194,0.000235404896422
68,124,2,3,7.35483870968,0.00243965074474
68,127,2,2,2.70967741935,0.00169491525424
68,129,2,2,5.41935483871,0.00350672121566
68,138,2,3,3.87096774194,0.00122819945959
68,142,2,3,4.83870967742,0.00155401765364
68,143,2,3,7.74193548387,0.00258108921965
68,149,2,2,0.387096774194,0.000235404896422
68,155,2,2,0.58064516129,0.000353926619214
68,162,2,2,0.58064516129,0.000353926619214
68,178,2,2,6.58064516129,0.00432203389831
68,184,2,2,1.54838709677,0.000954881833373
68,196,2,2,4.45161290323,0.00284547816405
68,199,2,2,1.74193548387,0.00107676969093
68,202,2,3,1.54838709677,0.000477440916687
68,206,2,2,16.7096774194,0.0534615179242
68,213,2,3,6.0,0.0019556714472
68,217,2,3,6.45161290323,0.00895629725605
68,224,2,2,0.387096774194,0.000235404896422
68,236,2,2,0.387096774194,0.000235404896422
68,239,2,2,0.58064516129,0.000353926619214
68,249,2,2,5.03225806452,0.00324027916251
68,254,2,2,2.12903225806,0.00132227431182
68,257,2,2,0.387096774194,0.000235404896422
68,264,2,2,6.1935483871,0.00404755881609
68,281,2,2,4.45161290323,0.00284547816405
69,35,2,2,0.479262672811,0.000287245207977
69,50,2,2,0.958525345622,0.000579884692159
69,63,2,2,0.239631336406,0.000142957684525
69,86,2,3,3.04147465438,0.00298248003061
69,93,2,2,42.6543778802,0.140934283452
69,98,2,2,5.27188940092,0.00348376880443
69,102,2,2,3.64055299539,0.0220480516814
69,104,2,3,1.07834101382,0.000326952633785
69,105,2,2,0.239631336406,0.000142957684525
69,108,2,3,0.52534562212,9.52348180433e-05
69,109,2,3,5.39170506912,0.00178605230538
69,112,2,2,0.479262672811,0.000287245207977
69,113,2,2,0.239631336406,0.000142957684525
69,114,2,2,34.202764977,0.400360459047
69,115,2,6,29.4746543779,0.0080810633244
69,116,2,3,3.23502304147,0.00102423736628
69,117,2,2,3.35483870968,0.0021295765419
69,118,2,2,1.19815668203,0.000728274996639
69,119,2,2,0.599078341014,0.000359893471532
69,122,2,3,3.64055299539,0.0110857836968
69,123,2,2,0.239631336406,0.000142957684525
69,124,2,3,4.55299539171,0.00148156145781
69,127,2,2,1.67741935484,0.00102929532858
69,129,2,2,3.35483870968,0.0021295765419
69,138,2,3,34.9216589862,0.342935588056
69,142,2,3,2.99539170507,0.000943730435742
69,143,2,3,31.4470046083,0.0706860614508
69,149,2,2,0.239631336406,0.000142957684525
69,155,2,2,0.359447004608,0.000214934059333
69,162,2,2,0.359447004608,0.000214934059333
69,178,2,2,4.07373271889,0.00262470308789
69,184,2,2,0.958525345622,0.000579884692159
69,196,2,2,2.75576036866,0.00172801405528
69,199,2,2,1.07834101382,0.00065390526757
69,202,2,3,3.28110599078,0.00457130994751
69,206,2,2,2.03686635945,0.00125885040186
69,213,2,3,5.48387096774,0.004017390734
69,217,2,3,2.51612903226,0.000785055759089
69,224,2,2,0.239631336406,0.000142957684525
69,236,2,2,0.239631336406,0.000142957684525
69,239,2,2,0.359447004608,0.000214934059333
69,249,2,2,3.11520737327,0.00196777048111
69,254,2,2,26.6820276498,0.329108148636
69,257,2,2,0.239631336406,0.000142957684525
69,264,2,2,3.83410138249,0.00245801869512
69,281,2,2,2.75576036866,0.00172801405528
71,35,2,2,6.8202764977,0.0247490743955
71,50,2,2,2.35944700461,0.00149487305258
71,63,2,2,0.589861751152,0.000368527731712
71,86,2,3,1.64055299539,0.000540854102131
71,93,2,2,60.9953917051,0.12261197658
71,98,2,2,19.0230414747,0.0192986118359
71,102,2,2,3.11520737327,0.00686845163202
71,104,2,3,14.8202764977,0.0587920690664
71,105,2,2,0.589861751152,0.000368527731712
71,108,2,3,39.4470046083,0.0607044353828
71,109,2,3,15.3179723502,0.00652436686657
71,112,2,2,6.8202764977,0.0247490743955
71,113,2,2,3.41013824885,0.0123172476737
71,114,2,2,31.5760368664,0.145175524525
71,115,2,6,68.5529953917,0.0187753457487
71,116,2,3,32.0368663594,0.0943242682981
71,117,2,2,31.7419354839,0.0811084662892
71,118,2,2,2.94930875576,0.0018774054257
71,119,2,2,1.47465437788,0.000927762121792
71,122,2,3,3.11520737327,0.0036095745051
71,123,2,2,0.589861751152,0.000368527731712
71,124,2,3,68.7926267281,0.195266564903
71,127,2,2,4.12903225806,0.00265339966833
71,129,2,2,27.7419354839,0.0619545054898
71,138,2,3,33.3456221198,0.133572588447
71,142,2,3,9.8064516129,0.00538667704671
71,143,2,3,64.7926267281,0.127688019294
71,149,2,2,0.589861751152,0.000368527731712
71,155,2,2,0.884792626728,0.00055407417668
71,162,2,2,0.884792626728,0.00055407417668
71,178,2,2,10.0276497696,0.00676616915423
71,184,2,2,2.35944700461,0.00149487305258
71,196,2,2,17.2165898618,0.0286951206098
71,199,2,2,1.34562211982,0.000433209768153
71,202,2,3,2.23041474654,0.00106422114778
71,206,2,2,42.9861751152,0.238537177282
71,213,2,3,37.0506912442,0.149146096441
71,217,2,3,6.1935483871,0.00202377940804
71,224,2,2,0.589861751152,0.000368527731712
71,236,2,2,0.589861751152,0.000368527731712
71,239,2,2,0.884792626728,0.00055407417668
71,249,2,2,24.331797235,0.0510738164382
71,254,2,2,24.7557603687,0.120532158143
71,257,2,2,0.589861751152,0.000368527731712
71,264,2,2,18.5622119816,0.024511329585
71,281,2,2,17.2165898618,0.0286951206098
76,35,2,2,0.0737327188941,4.30663221361e-05
76,50,2,2,0.147465437788,8.69414014954e-05
76,63,2,2,0.036866359447,2.14334705075e-05
76,86,2,3,0.184331797235,5.45946890287e-05
76,93,2,2,1.43778801843,0.00101435705368
76,98,2,2,0.811059907834,0.000522317188984
76,102,2,2,0.0552995391705,3.22248002062e-05
76,104,2,3,0.165898617512,4.90196078431e-05
76,105,2,2,0.036866359447,2.14334705075e-05
76,108,2,3,0.571428571429,0.000178062678063
76,109,2,3,0.829493087558,0.000267780634105
76,112,2,2,0.0737327188941,4.30663221361e-05
76,113,2,2,0.036866359447,2.14334705075e-05
76,114,2,2,0.276497695853,0.000165738530894
76,115,2,6,1.14285714286,0.000154445900572
76,116,2,3,0.497695852535,0.000153562653563
76,117,2,2,0.516129032258,0.000319284802043
76,118,2,2,0.184331797235,0.000109189378057
76,119,2,2,3.90783410138,0.0970042303376
76,122,2,3,0.0921658986175,2.69791936459e-05
76,123,2,2,0.036866359447,2.14334705075e-05
76,124,2,3,0.700460829493,0.000222128694351
76,127,2,2,0.258064516129,0.000154320987654
76,129,2,2,0.516129032258,0.000319284802043
76,138,2,3,0.36866359447,0.000111826802648
76,142,2,3,0.460829493088,0.000141492348094
76,143,2,3,0.73732718894,0.000235006580184
76,149,2,2,0.036866359447,2.14334705075e-05
76,155,2,2,0.0552995391705,3.22248002062e-05
76,162,2,2,0.0552995391705,3.22248002062e-05
76,178,2,2,0.626728110599,0.000393518518519
76,184,2,2,0.147465437788,8.69414014954e-05
76,196,2,2,0.423963133641,0.000259079030369
76,199,2,2,0.165898617512,9.80392156863e-05
76,202,2,3,0.147465437788,4.34707007477e-05
76,206,2,2,0.3133640553,0.00018873789857
76,213,2,3,0.571428571429,0.000178062678063
76,217,2,3,0.387096774194,0.000117702448211
76,224,2,2,0.036866359447,2.14334705075e-05
76,236,2,2,0.036866359447,2.14334705075e-05
76,239,2,2,0.0552995391705,3.22248002062e-05
76,249,2,2,0.479262672811,0.000295025417574
76,254,2,2,0.202764976959,0.000120392259872
76,257,2,2,0.036866359447,2.14334705075e-05
76,264,2,2,0.589861751152,0.000368527731712
76,281,2,2,0.423963133641,0.000259079030369
89,35,2,2,6.93087557604,0.0279933073945
89,50,2,2,2.13824884793,0.00134469367646
89,63,2,2,0.534562211982,0.00033150434385
89,86,2,3,1.86175115207,0.000670096468188
89,93,2,2,63.1520737327,0.14395842509
89,98,2,2,8.23963133641,0.0039655618966
89,102,2,2,3.19815668203,0.00792879891297
89,104,2,3,14.930875576,0.0652718303158
89,105,2,2,0.534562211982,0.00033150434385
89,108,2,3,28.2488479263,0.034141171874
89,109,2,3,4.5069124424,0.000757307079662
89,112,2,2,6.93087557604,0.0279933073945
89,113,2,2,3.46543778802,0.0139318543746
89,114,2,2,31.9907834101,0.163211563139
89,115,2,6,65.7511520737,0.0187391646966
89,116,2,3,22.3963133641,0.0979044178278
89,117,2,2,20.5161290323,0.0371119038182
89,118,2,2,2.67281105991,0.00168879571395
89,119,2,2,1.33640552995,0.000834556390112
89,122,2,3,3.19815668203,0.00412108113258
89,123,2,2,0.534562211982,0.00033150434385
89,124,2,3,57.8433179724,0.188008436859
89,127,2,2,3.74193548387,0.00238683127572
89,129,2,2,16.5161290323,0.0240513204445
89,138,2,3,33.5944700461,0.148332212495
89,142,2,3,2.68202764977,0.000493334485222
89,143,2,3,53.8433179724,0.0965920321026
89,149,2,2,0.534562211982,0.00033150434385
89,155,2,2,0.801843317972,0.00049841024319
89,162,2,2,0.801843317972,0.00049841024319
89,178,2,2,9.08755760369,0.00608641975309
89,184,2,2,2.13824884793,0.00134469367646
89,196,2,2,5.85253456221,0.00363182381054
89,199,2,2,1.59447004608,0.000666204781899
89,202,2,3,2.39631336406,0.00127953759166
89,206,2,2,43.4562211982,0.267008690396
89,213,2,3,37.3271889401,0.165507417232
89,217,2,3,5.61290322581,0.00182046453233
89,224,2,2,0.534562211982,0.00033150434385
89,236,2,2,0.534562211982,0.00033150434385
89,239,2,2,0.801843317972,0.00049841024319
89,249,2,2,21.0506912442,0.0418702608921
89,254,2,2,25.0599078341,0.13527960968
89,257,2,2,0.534562211982,0.00033150434385
89,264,2,2,19.4470046083,0.0294669955883
89,281,2,2,5.85253456221,0.00363182381054
95,35,2,2,0.0737327188941,4.30663221361e-05
95,50,2,2,0.147465437788,8.69414014954e-05
95,63,2,2,0.036866359447,2.14334705075e-05
95,86,2,3,0.184331797235,5.45946890287e-05
95,93,2,2,1.43778801843,0.00101435705368
95,98,2,2,0.811059907834,0.000522317188984
95,102,2,2,0.0552995391705,3.22248002062e-05
95,104,2,3,0.165898617512,4.90196078431e-05
95,105,2,2,0.036866359447,2.14334705075e-05
95,108,2,3,0.571428571429,0.000178062678063
95,109,2,3,0.829493087558,0.000267780634105
95,112,2,2,0.0737327188941,4.30663221361e-05
95,113,2,2,0.036866359447,2.14334705075e-05
95,114,2,2,0.276497695853,0.000165738530894
95,115,2,6,4.60829493088,0.00125805152979
95,116,2,3,0.497695852535,0.000153562653563
95,117,2,2,0.516129032258,0.000319284802043
95,118,2,2,0.184331797235,0.000109189378057
95,119,2,2,0.0921658986175,5.39583872917e-05
95,122,2,3,0.0921658986175,2.69791936459e-05
95,123,2,2,0.036866359447,2.14334705075e-05
95,124,2,3,0.700460829493,0.000222128694351
95,127,2,2,0.258064516129,0.000154320987654
95,129,2,2,0.516129032258,0.000319284802043
95,138,2,3,0.36866359447,0.000111826802648
95,142,2,3,0.460829493088,0.000141492348094
95,143,2,3,0.73732718894,0.000235006580184
95,149,2,2,0.036866359447,2.14334705075e-05
95,155,2,2,0.0552995391705,3.22248002062e-05
95,162,2,2,0.0552995391705,3.22248002062e-05
95,178,2,2,0.626728110599,0.000393518518519
95,184,2,2,0.147465437788,8.69414014954e-05
95,196,2,2,0.423963133641,0.000259079030369
95,199,2,2,0.165898617512,9.80392156863e-05
95,202,2,3,0.147465437788,4.34707007477e-05
95,206,2,2,0.3133640553,0.00018873789857
95,213,2,3,0.571428571429,0.000178062678063
95,217,2,3,0.387096774194,0.000117702448211
95,224,2,2,0.036866359447,2.14334705075e-05
95,236,2,2,0.036866359447,2.14334705075e-05
95,239,2,2,0.0552995391705,3.22248002062e-05
95,249,2,2,0.479262672811,0.000295025417574
95,254,2,2,0.202764976959,0.000120392259872
95,257,2,2,0.036866359447,2.14334705075e-05
95,264,2,2,0.589861751152,0.000368527731712
95,281,2,2,0.423963133641,0.000259079030369
121,35,2,2,0.110599078341,6.47493659958e-05
121,50,2,2,0.221198156682,0.000130714682527
121,63,2,2,0.0552995391705,3.22248002062e-05
121,86,2,3,0.276497695853,8.20820382612e-05
121,93,2,2,1.84331797235,0.00111408125173
121,98,2,2,1.21658986175,0.000785293592718
121,102,2,2,0.0829493087557,4.84493515862e-05
121,104,2,3,0.248847926267,7.37000136482e-05
121,105,2,2,0.0552995391705,3.22248002062e-05
121,108,2,3,0.857142857143,0.00026771372479
121,109,2,3,1.24423963134,0.00040260290232
121,112,2,2,0.110599078341,6.47493659958e-05
121,113,2,2,0.0552995391705,3.22248002062e-05
121,114,2,2,0.414746543779,0.000249184612573
121,115,2,6,6.91244239631,0.00189145566428
121,116,2,3,0.746543778802,0.000230878421134
121,117,2,2,0.774193548387,0.000480038403072
121,118,2,2,0.276497695853,0.000164164076522
121,119,2,2,0.138248847926,8.11253711486e-05
121,122,2,3,0.138248847926,4.05626855743e-05
121,123,2,2,0.0552995391705,3.22248002062e-05
121,124,2,3,1.05069124424,0.000333966111228
121,127,2,2,3.61290322581,0.0202113946894
121,129,2,2,0.774193548387,0.000480038403072
121,138,2,3,0.552995391705,0.00016812939238
121,142,2,3,0.691244239631,0.000212730954907
121,143,2,3,1.10599078341,0.000353327758606
121,149,2,2,0.0552995391705,3.22248002062e-05
121,155,2,2,0.0829493087557,4.84493515862e-05
121,162,2,2,0.0829493087557,4.84493515862e-05
121,178,2,2,3.0599078341,0.00626814066694
121,184,2,2,0.221198156682,0.000130714682527
121,196,2,2,0.635944700461,0.000389520212712
121,199,2,2,0.248847926267,0.000147400027296
121,202,2,3,0.221198156682,6.53573412634e-05
121,206,2,2,0.470046082949,0.000283763708291
121,213,2,3,3.41935483871,0.00617724631646
121,217,2,3,0.58064516129,0.000176963309607
121,224,2,2,0.0552995391705,3.22248002062e-05
121,236,2,2,0.0552995391705,3.22248002062e-05
121,239,2,2,0.0829493087557,4.84493515862e-05
121,249,2,2,0.718894009217,0.000443564896956
121,254,2,2,0.304147465438,0.000181007388392
121,257,2,2,0.0552995391705,3.22248002062e-05
121,264,2,2,0.884792626728,0.00055407417668
121,281,2,2,0.635944700461,0.000389520212712
126,35,3,2,7.41013824885,0.00401237648468
126,50,3,2,14.8202764977,0.0081001027625
126,63,3,2,4.92165898618,0.00370093147039
126,86,3,3,18.5253456221,0.0050864442465
126,93,3,2,136.497695853,0.0844514030901
126,98,3,2,13.7880184332,0.00484646721444
126,102,3,2,5.55760368664,0.00300230026986
126,104,3,3,16.6728110599,0.00456702852815
126,105,3,2,0.921658986175,0.000267050543643
126,108,3,3,54.0368663594,0.0171330891716
126,109,3,3,16.5668202765,0.00430015790219
126,112,3,2,3.41013824885,0.000977543864263
126,113,3,2,3.70506912442,0.00199690033381
126,114,3,2,23.7880184332,0.0113508629642
126,115,3,6,359.092165899,0.118953282921
126,116,3,3,50.0184331797,0.0143070304015
126,117,3,2,51.8709677419,0.0297469291106
126,118,3,2,6.52534562212,0.00172872733762
126,119,3,2,9.26267281106,0.00502716167952
126,122,3,3,9.26267281106,0.00251358083976
126,123,3,2,0.921658986175,0.000267050543643
126,124,3,3,70.3963133641,0.020695148914
126,127,3,2,30.4516129032,0.0208384579706
126,129,3,2,47.8709677419,0.0253553233076
126,138,3,3,37.0506912442,0.0104186104373
126,142,3,3,42.3133640553,0.0115541554016
126,143,3,3,70.7096774194,0.0223334077363
126,149,3,2,3.70506912442,0.00199690033381
126,155,3,2,5.55760368664,0.00300230026986
126,162,3,2,1.55760368664,0.000405818318652
126,178,3,2,47.668202765,0.02276202329
126,184,3,2,3.6866359447,0.00108324727562
126,196,3,2,42.6082949309,0.0241377149839
126,199,3,2,16.6728110599,0.0091340570563
126,202,3,3,7.07834101382,0.00225493521209
126,206,3,2,26.1658986175,0.0210425181989
126,213,3,3,57.4285714286,0.0165896335424
126,217,3,3,22.3594470046,0.00572106527695
126,224,3,2,0.921658986175,0.000267050543643
126,236,3,2,3.70506912442,0.00199690033381
126,239,3,2,1.55760368664,0.000405818318652
126,249,3,2,48.1658986175,0.0274867457713
126,254,3,2,8.37788018433,0.00232103180594
126,257,3,2,3.70506912442,0.00199690033381
126,264,3,2,30.7465437788,0.00985959414704
126,281,3,2,42.6082949309,0.0241377149839
129,35,2,2,0.0737327188941,4.30663221361e-05
129,50,2,2,0.147465437788,8.69414014954e-05
129,63,2,2,0.036866359447,2.14334705075e-05
129,86,2,3,0.184331797235,5.45946890287e-05
129,93,2,2,2.56221198157,0.00322130056447
129,98,2,2,3.18894009217,0.00807460286627
129,102,2,2,0.0552995391705,3.22248002062e-05
129,104,2,3,0.165898617512,4.90196078431e-05
129,105,2,2,0.036866359447,2.14334705075e-05
129,108,2,3,0.571428571429,0.000178062678063
129,109,2,3,3.20737327189,0.00417170398712
129,112,2,2,0.0737327188941,4.30663221361e-05
129,113,2,2,0.036866359447,2.14334705075e-05
129,114,2,2,0.276497695853,0.000165738530894
129,115,2,6,3.92626728111,0.00265278374764
129,116,2,3,0.497695852535,0.000153562653563
129,117,2,2,0.516129032258,0.000319284802043
129,118,2,2,0.184331797235,0.000109189378057
129,119,2,2,0.0921658986175,5.39583872917e-05
129,122,2,3,0.0921658986175,2.69791936459e-05
129,123,2,2,0.036866359447,2.14334705075e-05
129,124,2,3,0.700460829493,0.000222128694351
129,127,2,2,0.258064516129,0.000154320987654
129,129,2,2,0.516129032258,0.000319284802043
129,138,2,3,0.36866359447,0.000111826802648
129,142,2,3,0.460829493088,0.000141492348094
129,143,2,3,0.73732718894,0.000235006580184
129,149,2,2,0.036866359447,2.14334705075e-05
129,155,2,2,0.0552995391705,3.22248002062e-05
129,162,2,2,0.0552995391705,3.22248002062e-05
129,178,2,2,0.626728110599,0.000393518518519
129,184,2,2,0.147465437788,8.69414014954e-05
129,196,2,2,0.423963133641,0.000259079030369
129,199,2,2,0.165898617512,9.80392156863e-05
129,202,2,3,0.147465437788,4.34707007477e-05
129,206,2,2,0.3133640553,0.00018873789857
129,213,2,3,0.571428571429,0.000178062678063
129,217,2,3,0.387096774194,0.000117702448211
129,224,2,2,0.036866359447,2.14334705075e-05
129,236,2,2,0.036866359447,2.14334705075e-05
129,239,2,2,0.0552995391705,3.22248002062e-05
129,249,2,2,0.479262672811,0.000295025417574
129,254,2,2,3.79723502304,0.0422228590077
129,257,2,2,0.036866359447,2.14334705075e-05
129,264,2,2,3.41013824885,0.0123172476737
129,281,2,2,0.423963133641,0.000259079030369
133,35,2,2,0.110599078341,6.47493659958e-05
133,50,2,2,0.221198156682,0.000130714682527
133,63,2,2,0.0552995391705,3.22248002062e-05
133,86,2,3,0.276497695853,8.20820382612e-05
133,93,2,2,2.15668202765,0.00152506582549
133,98,2,2,6.78341013825,0.0244140494721
133,102,2,2,0.0829493087557,4.84493515862e-05
133,104,2,3,0.248847926267,7.37000136482e-05
133,105,2,2,0.0552995391705,3.22248002062e-05
133,108,2,3,7.19815668203,0.0200846836978
133,109,2,3,6.81105990783,0.012562944415
133,112,2,2,0.110599078341,6.47493659958e-05
133,113,2,2,0.0552995391705,3.22248002062e-05
133,114,2,2,7.58525345622,0.0833481305924
133,115,2,6,5.88940092166,0.00207046522888
133,116,2,3,7.41935483871,0.0288990741427
133,117,2,2,7.22580645161,0.0418166786676
133,118,2,2,0.276497695853,0.000164164076522
133,119,2,2,0.138248847926,8.11253711486e-05
133,122,2,3,7.94470046083,0.332564445093
133,123,2,2,0.0552995391705,3.22248002062e-05
133,124,2,3,7.22580645161,0.0209187778793
133,127,2,2,0.387096774194,0.000232018561485
133,129,2,2,7.22580645161,0.0418166786676
133,138,2,3,0.552995391705,0.00016812939238
133,142,2,3,7.41935483871,0.0288970577576
133,143,2,3,6.94930875576,0.0146116525015
133,149,2,2,0.0552995391705,3.22248002062e-05
133,155,2,2,0.0829493087557,4.84493515862e-05
133,162,2,2,0.0829493087557,4.84493515862e-05
133,178,2,2,0.940092165899,0.000591647331787
133,184,2,2,0.221198156682,0.000130714682527
133,196,2,2,7.36405529954,0.0522306434185
133,199,2,2,0.248847926267,0.000147400027296
133,202,2,3,0.221198156682,6.53573412634e-05
133,206,2,2,0.470046082949,0.000283763708291
133,213,2,3,0.857142857143,0.00026771372479
133,217,2,3,0.58064516129,0.000176963309607
133,224,2,2,0.0552995391705,3.22248002062e-05
133,236,2,2,0.0552995391705,3.22248002062e-05
133,239,2,2,0.0829493087557,4.84493515862e-05
133,249,2,2,7.28110599078,0.0455011262641
133,254,2,2,0.304147465438,0.000181007388392
133,257,2,2,0.0552995391705,3.22248002062e-05
133,264,2,2,0.884792626728,0.00055407417668
133,281,2,2,7.36405529954,0.0522306434185
148,35,2,2,0.0737327188941,4.30663221361e-05
148,50,2,2,0.147465437788,8.69414014954e-05
148,63,2,2,0.036866359447,2.14334705075e-05
148,86,2,3,0.184331797235,5.45946890287e-05
148,93,2,2,1.43778801843,0.00101435705368
148,98,2,2,0.811059907834,0.000522317188984
148,102,2,2,0.0552995391705,3.22248002062e-05
148,104,2,3,0.165898617512,4.90196078431e-05
148,105,2,2,0.036866359447,2.14334705075e-05
148,108,2,3,0.571428571429,0.000178062678063
148,109,2,3,0.829493087558,0.000267780634105
148,112,2,2,3.92626728111,0.122117248062
148,113,2,2,0.036866359447,2.14334705075e-05
148,114,2,2,0.276497695853,0.000165738530894
148,115,2,6,1.14285714286,0.000154445900572
148,116,2,3,0.497695852535,0.000153562653563
148,117,2,2,0.516129032258,0.000319284802043
148,118,2,2,0.184331797235,0.000109189378057
148,119,2,2,0.0921658986175,5.39583872917e-05
148,122,2,3,0.0921658986175,2.69791936459e-05
148,123,2,2,0.036866359447,2.14334705075e-05
148,124,2,3,0.700460829493,0.000222128694351
148,127,2,2,0.258064516129,0.000154320987654
148,129,2,2,0.516129032258,0.000319284802043
148,138,2,3,3.79723502304,0.021124337172
148,142,2,3,0.460829493088,0.000141492348094
148,143,2,3,0.73732718894,0.000235006580184
148,149,2,2,0.036866359447,2.14334705075e-05
148,155,2,2,0.0552995391705,3.22248002062e-05
148,162,2,2,0.0552995391705,3.22248002062e-05
148,178,2,2,0.626728110599,0.000393518518519
148,184,2,2,0.147465437788,8.69414014954e-05
148,196,2,2,0.423963133641,0.000259079030369
148,199,2,2,0.165898617512,9.80392156863e-05
148,202,2,3,0.147465437788,4.34707007477e-05
148,206,2,2,0.3133640553,0.00018873789857
148,213,2,3,0.571428571429,0.000178062678063
148,217,2,3,0.387096774194,0.000117702448211
148,224,2,2,0.036866359447,2.14334705075e-05
